#t, x, y
0.000000, 1.000000, 0.000000
0.100000, 0.995000, 0.100000
0.200000, 0.980099, 0.199007
0.300000, 0.955448, 0.296038
0.400000, 0.921297, 0.390127
0.500000, 0.877990, 0.480342
0.600000, 0.825967, 0.565791
0.700000, 0.765752, 0.645631
0.800000, 0.697952, 0.719080
0.900000, 0.623249, 0.785420
1.000000, 0.542391, 0.844008
1.100000, 0.456186, 0.894280
1.200000, 0.365493, 0.935757
1.300000, 0.271210, 0.968051
1.400000, 0.174268, 0.990865
1.500000, 0.075621, 1.003996
1.600000, -0.023765, 1.007338
1.700000, -0.122923, 1.000881
1.800000, -0.220890, 0.984710
1.900000, -0.316721, 0.959003
2.000000, -0.409494, 0.924032
2.100000, -0.498322, 0.880152
2.200000, -0.582358, 0.827806
2.300000, -0.660807, 0.767512
2.400000, -0.732927, 0.699865
2.500000, -0.798039, 0.625522
2.600000, -0.855535, 0.545207
2.700000, -0.904876, 0.459692
2.800000, -0.945604, 0.369800
2.900000, -0.977343, 0.276389
3.000000, -0.999797, 0.180351
3.100000, -1.012763, 0.082599
3.200000, -1.016120, -0.015940
3.300000, -1.009842, -0.114329
3.400000, -0.993988, -0.211636
3.500000, -0.968709, -0.306939
3.600000, -0.934240, -0.399332
3.700000, -0.890905, -0.487938
3.800000, -0.839108, -0.571912
3.900000, -0.779334, -0.650452
4.000000, -0.712144, -0.722805
4.100000, -0.638167, -0.788273
4.200000, -0.558101, -0.846223
4.300000, -0.472700, -0.896088
4.400000, -0.382774, -0.937378
4.500000, -0.289175, -0.969682
4.600000, -0.192796, -0.992671
4.700000, -0.094560, -1.006107
4.800000, 0.004591, -1.009840
4.900000, 0.103700, -1.003814
5.000000, 0.201807, -0.988068
5.100000, 0.297958, -0.962734
5.200000, 0.391214, -0.928038
5.300000, 0.480661, -0.884301
5.400000, 0.565419, -0.831931
5.500000, 0.644650, -0.771426
5.600000, 0.717569, -0.703363
5.700000, 0.783451, -0.628399
5.800000, 0.841638, -0.547261
5.900000, 0.891549, -0.460738
6.000000, 0.932683, -0.369676
6.100000, 0.964628, -0.274970
6.200000, 0.987061, -0.177550
6.300000, 0.999758, -0.078376
6.400000, 1.002590, 0.021573
6.500000, 0.995529, 0.121313
6.600000, 0.978647, 0.219857
6.700000, 0.952114, 0.316237
6.800000, 0.916198, 0.409502
6.900000, 0.871260, 0.498737
7.000000, 0.817752, 0.583069
7.100000, 0.756209, 0.661676
7.200000, 0.687248, 0.733795
7.300000, 0.611554, 0.798729
7.400000, 0.529881, 0.855856
7.500000, 0.443036, 0.904635
7.600000, 0.351875, 0.944606
7.700000, 0.257292, 0.975400
7.800000, 0.160213, 0.996739
7.900000, 0.061582, 1.008436
8.000000, -0.037645, 1.010402
8.100000, -0.136512, 1.002640
8.200000, -0.234071, 0.985247
8.300000, -0.329388, 0.958412
8.400000, -0.421558, 0.922411
8.500000, -0.509708, 0.877609
8.600000, -0.593006, 0.824449
8.700000, -0.670672, 0.763455
8.800000, -0.741979, 0.695218
8.900000, -0.806262, 0.620397
9.000000, -0.862924, 0.539710
9.100000, -0.911442, 0.453926
9.200000, -0.951368, 0.363861
9.300000, -0.982334, 0.270366
9.400000, -1.004056, 0.174325
9.500000, -1.016335, 0.076642
9.600000, -1.019061, -0.021763
9.700000, -1.012208, -0.119966
9.800000, -0.995842, -0.217043
9.900000, -0.970113, -0.312083
10.000000, -0.935260, -0.404189
