#x, y_1, y_2
3.379997, 0.092208, 0.168142
3.389997, 0.093587, 0.166615
3.399997, 0.094991, 0.165105
3.409997, 0.096420, 0.163611
3.419997, 0.097875, 0.162132
3.429997, 0.099357, 0.160670
3.439997, 0.100865, 0.159223
3.449997, 0.102400, 0.157791
3.459997, 0.103964, 0.156375
3.469997, 0.105555, 0.154974
3.479997, 0.107176, 0.153587
3.489997, 0.108825, 0.152216
3.499997, 0.110505, 0.150860
3.509997, 0.112215, 0.149518
3.519997, 0.113956, 0.148190
3.529997, 0.115728, 0.146877
3.539997, 0.117533, 0.145579
3.549997, 0.119370, 0.144294
3.559997, 0.121241, 0.143023
3.569997, 0.123146, 0.141766
3.579997, 0.125085, 0.140523
3.589997, 0.127059, 0.139294
3.599997, 0.129069, 0.138078
3.609997, 0.131116, 0.136875
3.619997, 0.133200, 0.135686
3.629997, 0.135322, 0.134510
3.639997, 0.137482, 0.133347
3.649997, 0.139682, 0.132197
3.659997, 0.141922, 0.131059
3.669997, 0.144202, 0.129935
3.679997, 0.146524, 0.128823
3.689997, 0.148888, 0.127723
3.699997, 0.151295, 0.126636
3.709997, 0.153746, 0.125561
3.719997, 0.156242, 0.124499
3.729997, 0.158784, 0.123448
3.739997, 0.161371, 0.122410
3.749997, 0.164006, 0.121383
3.759997, 0.166689, 0.120369
3.769997, 0.169421, 0.119366
3.779997, 0.172202, 0.118374
3.789997, 0.175035, 0.117394
3.799997, 0.177919, 0.116426
3.809997, 0.180856, 0.115469
3.819997, 0.183847, 0.114523
3.829997, 0.186892, 0.113588
3.839997, 0.189993, 0.112665
3.849997, 0.193151, 0.111752
3.859997, 0.196366, 0.110850
3.869997, 0.199641, 0.109959
3.879997, 0.202975, 0.109079
3.889997, 0.206370, 0.108210
3.899997, 0.209828, 0.107351
3.909997, 0.213348, 0.106503
3.919997, 0.216934, 0.105665
3.929997, 0.220585, 0.104838
3.939997, 0.224303, 0.104021
3.949997, 0.228089, 0.103214
3.959997, 0.231944, 0.102417
3.969997, 0.235870, 0.101630
3.979997, 0.239869, 0.100854
3.989997, 0.243940, 0.100087
3.999997, 0.248087, 0.099330
4.009997, 0.252309, 0.098584
4.019997, 0.256609, 0.097846
4.029997, 0.260988, 0.097119
4.039998, 0.265447, 0.096401
4.049998, 0.269989, 0.095693
4.059998, 0.274613, 0.094995
4.069998, 0.279323, 0.094306
4.079998, 0.284119, 0.093626
4.089999, 0.289004, 0.092956
4.099999, 0.293978, 0.092295
4.109999, 0.299043, 0.091643
4.119999, 0.304202, 0.091001
4.130000, 0.309455, 0.090368
4.140000, 0.314806, 0.089744
4.150000, 0.320254, 0.089129
4.160000, 0.325803, 0.088523
4.170001, 0.331454, 0.087926
4.180001, 0.337209, 0.087338
4.190001, 0.343069, 0.086759
4.200001, 0.349038, 0.086189
4.210001, 0.355116, 0.085628
4.220002, 0.361306, 0.085076
4.230002, 0.367610, 0.084533
4.240002, 0.374030, 0.083998
4.250002, 0.380568, 0.083472
4.260003, 0.387226, 0.082955
4.270003, 0.394007, 0.082447
4.280003, 0.400913, 0.081947
4.290003, 0.407945, 0.081456
4.300004, 0.415107, 0.080974
4.310004, 0.422401, 0.080501
4.320004, 0.429829, 0.080036
4.330004, 0.437394, 0.079579
4.340004, 0.445097, 0.079131
4.350005, 0.452943, 0.078692
4.360005, 0.460932, 0.078262
4.370005, 0.469069, 0.077840
4.380005, 0.477355, 0.077427
4.390006, 0.485793, 0.077022
4.400006, 0.494386, 0.076626
4.410006, 0.503137, 0.076239
4.420006, 0.512049, 0.075860
4.430007, 0.521125, 0.075490
4.440007, 0.530367, 0.075128
4.450007, 0.539779, 0.074775
4.460007, 0.549364, 0.074431
4.470007, 0.559125, 0.074096
4.480008, 0.569064, 0.073769
4.490008, 0.579186, 0.073451
4.500008, 0.589494, 0.073142
4.510008, 0.599990, 0.072842
4.520009, 0.610679, 0.072550
4.530009, 0.621563, 0.072268
4.540009, 0.632647, 0.071995
4.550009, 0.643933, 0.071730
4.560009, 0.655426, 0.071475
4.570010, 0.667129, 0.071228
4.580010, 0.679046, 0.070991
4.590010, 0.691181, 0.070763
4.600010, 0.703537, 0.070545
4.610011, 0.716119, 0.070336
4.620011, 0.728931, 0.070136
4.630011, 0.741975, 0.069946
4.640011, 0.755258, 0.069765
4.650012, 0.768782, 0.069595
4.660012, 0.782553, 0.069434
4.670012, 0.796574, 0.069283
4.680012, 0.810850, 0.069142
4.690012, 0.825385, 0.069011
4.700013, 0.840184, 0.068891
4.710013, 0.855251, 0.068780
4.720013, 0.870591, 0.068681
4.730013, 0.886209, 0.068592
4.740014, 0.902110, 0.068514
4.750014, 0.918298, 0.068447
4.760014, 0.934778, 0.068391
4.770014, 0.951556, 0.068346
4.780015, 0.968636, 0.068313
4.790015, 0.986023, 0.068292
4.800015, 1.003724, 0.068282
4.810015, 1.021742, 0.068285
4.820015, 1.040084, 0.068300
4.830016, 1.058754, 0.068327
4.840016, 1.077759, 0.068367
4.850016, 1.097104, 0.068420
4.860016, 1.116794, 0.068487
4.870017, 1.136835, 0.068567
4.880017, 1.157234, 0.068661
4.890017, 1.177995, 0.068769
4.900017, 1.199124, 0.068891
4.910017, 1.220628, 0.069028
4.920018, 1.242513, 0.069180
4.930018, 1.264785, 0.069348
4.940018, 1.287449, 0.069532
4.950018, 1.310513, 0.069732
4.960019, 1.333981, 0.069948
4.970019, 1.357862, 0.070182
4.980019, 1.382160, 0.070433
4.990019, 1.406883, 0.070702
5.000020, 1.432036, 0.070990
5.010020, 1.457627, 0.071297
5.020020, 1.483662, 0.071623
5.030020, 1.510147, 0.071969
5.040020, 1.537090, 0.072336
5.050021, 1.564496, 0.072725
5.060021, 1.592373, 0.073135
5.070021, 1.620726, 0.073569
5.080021, 1.649564, 0.074025
5.090022, 1.678892, 0.074506
5.100022, 1.708717, 0.075012
5.110022, 1.739046, 0.075544
5.120022, 1.769886, 0.076102
5.130023, 1.801243, 0.076688
5.140023, 1.833123, 0.077302
5.150023, 1.865535, 0.077946
5.160023, 1.898483, 0.078621
5.170023, 1.931975, 0.079327
5.180024, 1.966017, 0.080067
5.190024, 2.000615, 0.080840
5.200024, 2.035775, 0.081649
5.210024, 2.071504, 0.082495
5.220025, 2.107807, 0.083379
5.230025, 2.144691, 0.084302
5.240025, 2.182161, 0.085267
5.250025, 2.220222, 0.086275
5.260026, 2.258880, 0.087328
5.270026, 2.298140, 0.088427
5.280026, 2.338006, 0.089575
5.290026, 2.378483, 0.090774
5.300026, 2.419576, 0.092025
5.310027, 2.461287, 0.093332
5.320027, 2.503622, 0.094695
5.330027, 2.546582, 0.096119
5.340027, 2.590170, 0.097606
5.350028, 2.634389, 0.099158
5.360028, 2.679240, 0.100779
5.370028, 2.724725, 0.102471
5.380028, 2.770843, 0.104238
5.390028, 2.817595, 0.106084
5.400029, 2.864980, 0.108012
5.410029, 2.912996, 0.110027
5.420029, 2.961641, 0.112131
5.430029, 3.010911, 0.114331
5.440030, 3.060802, 0.116630
5.450030, 3.111308, 0.119034
5.460030, 3.162424, 0.121547
5.470030, 3.214141, 0.124175
5.480031, 3.266450, 0.126925
5.490031, 3.319341, 0.129801
5.500031, 3.372802, 0.132812
5.510031, 3.426820, 0.135963
5.520031, 3.481379, 0.139263
5.530032, 3.536462, 0.142718
5.540032, 3.592049, 0.146338
5.550032, 3.648121, 0.150132
5.560032, 3.704652, 0.154107
5.570033, 3.761618, 0.158275
5.580033, 3.818989, 0.162646
5.590033, 3.876734, 0.167231
5.600033, 3.934820, 0.172042
5.610034, 3.993207, 0.177091
5.620034, 4.051857, 0.182392
5.630034, 4.110723, 0.187958
5.640034, 4.169758, 0.193805
5.650034, 4.228910, 0.199948
5.660035, 4.288121, 0.206404
5.670035, 4.347331, 0.213191
5.680035, 4.406473, 0.220327
5.690035, 4.465477, 0.227833
5.700036, 4.524264, 0.235728
5.710036, 4.582755, 0.244036
5.720036, 4.640859, 0.252779
5.730036, 4.698483, 0.261983
5.740036, 4.755525, 0.271672
5.750037, 4.811877, 0.281875
5.760037, 4.867424, 0.292619
5.770037, 4.922044, 0.303936
5.780037, 4.975605, 0.315857
5.790038, 5.027970, 0.328414
5.800038, 5.078991, 0.341642
5.810038, 5.128515, 0.355578
5.820038, 5.176378, 0.370258
5.830039, 5.222407, 0.385721
5.840039, 5.266424, 0.402008
5.850039, 5.308238, 0.419160
5.860039, 5.347653, 0.437218
5.870039, 5.384463, 0.456227
5.880040, 5.418457, 0.476230
5.890040, 5.449413, 0.497272
5.900040, 5.477106, 0.519397
5.910040, 5.501304, 0.542651
5.920041, 5.521771, 0.567078
5.930041, 5.538269, 0.592720
5.940041, 5.550555, 0.619619
5.950041, 5.558389, 0.647815
5.960042, 5.561532, 0.677345
5.970042, 5.559751, 0.708242
5.980042, 5.552816, 0.740536
5.990042, 5.540511, 0.774252
6.000042, 5.522628, 0.809407
6.010043, 5.498979, 0.846013
6.020043, 5.469392, 0.884075
6.030043, 5.433720, 0.923588
6.040043, 5.391839, 0.964537
6.050044, 5.343657, 1.006898
6.060044, 5.289114, 1.050634
6.070044, 5.228189, 1.095697
6.080044, 5.160897, 1.142025
6.090044, 5.087298, 1.189544
6.100045, 5.007497, 1.238164
6.110045, 4.921644, 1.287784
6.120045, 4.829937, 1.338286
6.130045, 4.732620, 1.389541
6.140046, 4.629988, 1.441408
6.150046, 4.522377, 1.493730
6.160046, 4.410168, 1.546345
6.170046, 4.293782, 1.599078
6.180047, 4.173675, 1.651748
6.190047, 4.050332, 1.704169
6.200047, 3.924265, 1.756152
6.210047, 3.796002, 1.807507
6.220047, 3.666083, 1.858045
6.230048, 3.535053, 1.907582
6.240048, 3.403451, 1.955940
6.250048, 3.271812, 2.002950
6.260048, 3.140650, 2.048454
6.270049, 3.010459, 2.092304
6.280049, 2.881704, 2.134369
6.290049, 2.754820, 2.174531
6.300049, 2.630203, 2.212690
6.310050, 2.508212, 2.248762
6.320050, 2.389165, 2.282678
6.330050, 2.273338, 2.314388
6.340050, 2.160963, 2.343858
6.350050, 2.052233, 2.371069
6.360051, 1.947298, 2.396018
6.370051, 1.846271, 2.418716
6.380051, 1.749228, 2.439185
6.390051, 1.656212, 2.457460
6.400052, 1.567234, 2.473586
6.410052, 1.482278, 2.487617
6.420052, 1.401303, 2.499614
6.430052, 1.324248, 2.509645
6.440053, 1.251031, 2.517782
6.450053, 1.181557, 2.524103
6.460053, 1.115717, 2.528686
6.470053, 1.053392, 2.531612
6.480053, 0.994457, 2.532963
6.490054, 0.938778, 2.532823
6.500054, 0.886221, 2.531272
6.510054, 0.836647, 2.528392
6.520054, 0.789919, 2.524262
6.530055, 0.745899, 2.518959
6.540055, 0.704450, 2.512558
6.550055, 0.665440, 2.505132
6.560055, 0.628738, 2.496751
6.570055, 0.594219, 2.487482
6.580056, 0.561760, 2.477388
6.590056, 0.531244, 2.466531
6.600056, 0.502559, 2.454969
6.610056, 0.475597, 2.442757
6.620057, 0.450256, 2.429947
6.630057, 0.426438, 2.416589
6.640057, 0.404051, 2.402728
6.650057, 0.383008, 2.388409
6.660058, 0.363224, 2.373672
6.670058, 0.344624, 2.358557
6.680058, 0.327132, 2.343100
6.690058, 0.310679, 2.327334
6.700058, 0.295201, 2.311291
6.710059, 0.280636, 2.295002
6.720059, 0.266927, 2.278492
6.730059, 0.254020, 2.261789
6.740059, 0.241864, 2.244917
6.750060, 0.230413, 2.227897
6.760060, 0.219621, 2.210752
6.770060, 0.209447, 2.193500
6.780060, 0.199854, 2.176159
6.790061, 0.190803, 2.158746
6.800061, 0.182262, 2.141278
6.810061, 0.174200, 2.123768
6.820061, 0.166585, 2.106230
6.830061, 0.159390, 2.088676
6.840062, 0.152591, 2.071119
6.850062, 0.146162, 2.053568
6.860062, 0.140080, 2.036034
6.870062, 0.134326, 2.018525
6.880063, 0.128878, 2.001051
6.890063, 0.123719, 1.983620
6.900063, 0.118831, 1.966238
6.910063, 0.114198, 1.948912
6.920063, 0.109805, 1.931648
6.930064, 0.105638, 1.914453
6.940064, 0.101684, 1.897331
6.950064, 0.097929, 1.880287
6.960064, 0.094364, 1.863325
6.970065, 0.090976, 1.846450
6.980065, 0.087756, 1.829666
6.990065, 0.084695, 1.812975
7.000065, 0.081782, 1.796380
7.010066, 0.079010, 1.779886
7.020066, 0.076372, 1.763493
7.030066, 0.073859, 1.747205
7.040066, 0.071464, 1.731023
7.050066, 0.069182, 1.714950
7.060067, 0.067007, 1.698987
7.070067, 0.064932, 1.683136
7.080067, 0.062952, 1.667397
7.090067, 0.061062, 1.651773
7.100068, 0.059257, 1.636264
7.110068, 0.057533, 1.620871
7.120068, 0.055886, 1.605595
7.130068, 0.054312, 1.590436
7.140069, 0.052807, 1.575395
7.150069, 0.051367, 1.560473
7.160069, 0.049990, 1.545670
7.170069, 0.048672, 1.530986
7.180069, 0.047410, 1.516421
7.190070, 0.046201, 1.501976
7.200070, 0.045043, 1.487650
7.210070, 0.043934, 1.473444
7.220070, 0.042871, 1.459357
7.230071, 0.041851, 1.445389
7.240071, 0.040873, 1.431540
7.250071, 0.039936, 1.417809
7.260071, 0.039036, 1.404198
7.270072, 0.038172, 1.390704
7.280072, 0.037343, 1.377327
7.290072, 0.036547, 1.364069
7.300072, 0.035782, 1.350926
7.310072, 0.035048, 1.337901
7.320073, 0.034342, 1.324990
7.330073, 0.033664, 1.312196
7.340073, 0.033012, 1.299515
7.350073, 0.032385, 1.286949
7.360074, 0.031782, 1.274496
7.370074, 0.031203, 1.262156
7.380074, 0.030645, 1.249929
7.390074, 0.030109, 1.237813
7.400074, 0.029593, 1.225807
7.410075, 0.029097, 1.213912
7.420075, 0.028619, 1.202126
7.430075, 0.028159, 1.190449
7.440075, 0.027717, 1.178879
7.450076, 0.027291, 1.167417
7.460076, 0.026881, 1.156062
7.470076, 0.026486, 1.144812
7.480076, 0.026106, 1.133667
7.490077, 0.025741, 1.122626
7.500077, 0.025389, 1.111689
7.510077, 0.025050, 1.100854
7.520077, 0.024723, 1.090122
7.530077, 0.024409, 1.079490
7.540078, 0.024107, 1.068958
7.550078, 0.023816, 1.058527
7.560078, 0.023536, 1.048193
7.570078, 0.023267, 1.037958
7.580079, 0.023007, 1.027820
7.590079, 0.022758, 1.017778
7.600079, 0.022518, 1.007832
7.610079, 0.022288, 0.997981
7.620080, 0.022066, 0.988223
7.630080, 0.021854, 0.978559
7.640080, 0.021649, 0.968988
7.650080, 0.021453, 0.959507
7.660080, 0.021264, 0.950118
7.670081, 0.021083, 0.940819
7.680081, 0.020910, 0.931609
7.690081, 0.020744, 0.922488
7.700081, 0.020585, 0.913454
7.710082, 0.020432, 0.904508
7.720082, 0.020286, 0.895648
7.730082, 0.020147, 0.886873
7.740082, 0.020014, 0.878183
7.750082, 0.019887, 0.869577
7.760083, 0.019766, 0.861054
7.770083, 0.019651, 0.852614
7.780083, 0.019541, 0.844255
7.790083, 0.019437, 0.835977
7.800084, 0.019338, 0.827780
7.810084, 0.019245, 0.819662
7.820084, 0.019156, 0.811624
7.830084, 0.019073, 0.803663
7.840085, 0.018995, 0.795779
7.850085, 0.018921, 0.787973
7.860085, 0.018852, 0.780242
7.870085, 0.018788, 0.772587
7.880085, 0.018728, 0.765006
7.890086, 0.018673, 0.757499
7.900086, 0.018622, 0.750066
7.910086, 0.018576, 0.742705
7.920086, 0.018533, 0.735416
7.930087, 0.018495, 0.728198
7.940087, 0.018461, 0.721050
7.950087, 0.018431, 0.713973
7.960087, 0.018405, 0.706965
7.970088, 0.018382, 0.700025
7.980088, 0.018364, 0.693154
7.990088, 0.018349, 0.686350
8.000088, 0.018339, 0.679612
8.010088, 0.018331, 0.672941
8.020088, 0.018328, 0.666335
8.030088, 0.018328, 0.659793
8.040089, 0.018332, 0.653316
8.050089, 0.018339, 0.646903
8.060089, 0.018350, 0.640553
8.070089, 0.018365, 0.634265
8.080090, 0.018382, 0.628038
8.090090, 0.018404, 0.621873
8.100090, 0.018428, 0.615769
8.110090, 0.018457, 0.609725
8.120090, 0.018488, 0.603740
8.130091, 0.018523, 0.597814
8.140091, 0.018561, 0.591947
8.150091, 0.018603, 0.586137
8.160091, 0.018648, 0.580385
8.170092, 0.018696, 0.574689
8.180092, 0.018748, 0.569050
8.190092, 0.018803, 0.563466
8.200092, 0.018861, 0.557938
