#x, y_1, y_2
8.210093, 0.018922, 0.552463
8.220093, 0.018987, 0.547043
8.230093, 0.019055, 0.541677
8.240093, 0.019127, 0.536363
8.250093, 0.019201, 0.531102
8.260094, 0.019280, 0.525893
8.270094, 0.019361, 0.520736
8.280094, 0.019446, 0.515629
8.290094, 0.019534, 0.510573
8.300095, 0.019625, 0.505567
8.310095, 0.019720, 0.500611
8.320095, 0.019818, 0.495703
8.330095, 0.019920, 0.490844
8.340096, 0.020025, 0.486034
8.350096, 0.020134, 0.481271
8.360096, 0.020246, 0.476555
8.370096, 0.020361, 0.471886
8.380096, 0.020480, 0.467263
8.390097, 0.020603, 0.462686
8.400097, 0.020729, 0.458155
8.410097, 0.020858, 0.453668
8.420097, 0.020992, 0.449226
8.430098, 0.021129, 0.444828
8.440098, 0.021269, 0.440474
8.450098, 0.021413, 0.436163
8.460098, 0.021562, 0.431894
8.470098, 0.021713, 0.427669
8.480099, 0.021869, 0.423485
8.490099, 0.022029, 0.419343
8.500099, 0.022192, 0.415241
8.510099, 0.022360, 0.411181
8.520100, 0.022531, 0.407161
8.530100, 0.022706, 0.403181
8.540100, 0.022886, 0.399241
8.550100, 0.023069, 0.395340
8.560101, 0.023257, 0.391478
8.570101, 0.023449, 0.387654
8.580101, 0.023645, 0.383869
8.590101, 0.023846, 0.380121
8.600101, 0.024051, 0.376410
8.610102, 0.024260, 0.372737
8.620102, 0.024474, 0.369100
8.630102, 0.024693, 0.365499
8.640102, 0.024916, 0.361934
8.650103, 0.025144, 0.358405
8.660103, 0.025376, 0.354911
8.670103, 0.025614, 0.351452
8.680103, 0.025856, 0.348028
8.690104, 0.026103, 0.344637
8.700104, 0.026355, 0.341281
8.710104, 0.026612, 0.337958
8.720104, 0.026875, 0.334668
8.730104, 0.027143, 0.331412
8.740105, 0.027416, 0.328187
8.750105, 0.027694, 0.324996
8.760105, 0.027978, 0.321836
8.770105, 0.028267, 0.318707
8.780106, 0.028562, 0.315610
8.790106, 0.028863, 0.312544
8.800106, 0.029170, 0.309509
8.810106, 0.029482, 0.306504
8.820107, 0.029801, 0.303530
8.830107, 0.030125, 0.300585
8.840107, 0.030456, 0.297670
8.850107, 0.030793, 0.294783
8.860107, 0.031137, 0.291926
8.870108, 0.031487, 0.289098
8.880108, 0.031844, 0.286298
8.890108, 0.032207, 0.283526
8.900108, 0.032577, 0.280782
8.910109, 0.032954, 0.278066
8.920109, 0.033339, 0.275377
8.930109, 0.033730, 0.272715
8.940109, 0.034129, 0.270080
8.950109, 0.034535, 0.267471
8.960110, 0.034948, 0.264889
8.970110, 0.035369, 0.262332
8.980110, 0.035799, 0.259802
8.990110, 0.036235, 0.257297
9.000111, 0.036680, 0.254817
9.010111, 0.037134, 0.252363
9.020111, 0.037595, 0.249933
9.030111, 0.038065, 0.247527
9.040112, 0.038544, 0.245146
9.050112, 0.039031, 0.242789
9.060112, 0.039528, 0.240456
9.070112, 0.040033, 0.238147
9.080112, 0.040548, 0.235860
9.090113, 0.041072, 0.233597
9.100113, 0.041605, 0.231357
9.110113, 0.042149, 0.229140
9.120113, 0.042702, 0.226945
9.130114, 0.043265, 0.224773
9.140114, 0.043839, 0.222622
9.150114, 0.044423, 0.220494
9.160114, 0.045017, 0.218387
9.170115, 0.045623, 0.216301
9.180115, 0.046239, 0.214237
9.190115, 0.046867, 0.212193
9.200115, 0.047506, 0.210171
9.210115, 0.048156, 0.208169
9.220116, 0.048819, 0.206188
9.230116, 0.049493, 0.204226
9.240116, 0.050180, 0.202285
9.250116, 0.050879, 0.200364
9.260117, 0.051591, 0.198462
9.270117, 0.052315, 0.196580
9.280117, 0.053053, 0.194717
9.290117, 0.053804, 0.192873
9.300117, 0.054569, 0.191048
9.310118, 0.055348, 0.189242
9.320118, 0.056140, 0.187454
9.330118, 0.056947, 0.185685
9.340118, 0.057769, 0.183934
9.350119, 0.058606, 0.182201
9.360119, 0.059458, 0.180486
9.370119, 0.060325, 0.178788
9.380119, 0.061208, 0.177108
9.390120, 0.062107, 0.175445
9.400120, 0.063022, 0.173800
9.410120, 0.063954, 0.172171
9.420120, 0.064902, 0.170560
9.430120, 0.065868, 0.168965
9.440121, 0.066852, 0.167386
9.450121, 0.067853, 0.165825
9.460121, 0.068873, 0.164279
9.470121, 0.069911, 0.162749
9.480122, 0.070968, 0.161235
9.490122, 0.072044, 0.159737
9.500122, 0.073139, 0.158255
9.510122, 0.074255, 0.156788
9.520123, 0.075391, 0.155337
9.530123, 0.076547, 0.153901
9.540123, 0.077725, 0.152479
9.550123, 0.078924, 0.151073
9.560123, 0.080144, 0.149682
9.570124, 0.081387, 0.148305
9.580124, 0.082653, 0.146942
9.590124, 0.083942, 0.145595
9.600124, 0.085254, 0.144261
9.610125, 0.086590, 0.142941
9.620125, 0.087951, 0.141636
9.630125, 0.089336, 0.140344
9.640125, 0.090746, 0.139066
9.650126, 0.092183, 0.137801
9.660126, 0.093645, 0.136550
9.670126, 0.095135, 0.135313
9.680126, 0.096651, 0.134088
9.690126, 0.098195, 0.132877
9.700127, 0.099768, 0.131679
9.710127, 0.101369, 0.130493
9.720127, 0.103000, 0.129321
9.730127, 0.104660, 0.128161
9.740128, 0.106351, 0.127013
9.750128, 0.108073, 0.125878
9.760128, 0.109826, 0.124755
9.770128, 0.111611, 0.123645
9.780128, 0.113430, 0.122546
9.790129, 0.115281, 0.121460
9.800129, 0.117167, 0.120385
9.810129, 0.119087, 0.119322
9.820129, 0.121042, 0.118271
9.830130, 0.123034, 0.117232
9.840130, 0.125062, 0.116204
9.850130, 0.127127, 0.115187
9.860130, 0.129230, 0.114182
9.870131, 0.131372, 0.113187
9.880131, 0.133554, 0.112204
9.890131, 0.135775, 0.111232
9.900131, 0.138038, 0.110271
9.910131, 0.140342, 0.109320
9.920132, 0.142688, 0.108380
9.930132, 0.145078, 0.107451
9.940132, 0.147512, 0.106533
9.950132, 0.149991, 0.105624
9.960133, 0.152515, 0.104727
9.970133, 0.155086, 0.103839
9.980133, 0.157705, 0.102962
9.990133, 0.160372, 0.102094
10.000134, 0.163088, 0.101237
10.010134, 0.165855, 0.100390
10.020134, 0.168672, 0.099553
10.030134, 0.171542, 0.098725
10.040134, 0.174465, 0.097907
10.050135, 0.177442, 0.097099
10.060135, 0.180474, 0.096300
10.070135, 0.183562, 0.095511
10.080135, 0.186707, 0.094731
10.090136, 0.189910, 0.093961
10.100136, 0.193173, 0.093200
10.110136, 0.196497, 0.092448
10.120136, 0.199882, 0.091705
10.130136, 0.203329, 0.090971
10.140137, 0.206841, 0.090246
10.150137, 0.210418, 0.089530
10.160137, 0.214061, 0.088824
10.170137, 0.217772, 0.088125
10.180138, 0.221552, 0.087436
10.190138, 0.225401, 0.086755
10.200138, 0.229323, 0.086083
10.210138, 0.233317, 0.085420
10.220139, 0.237386, 0.084765
10.230139, 0.241530, 0.084119
10.240139, 0.245751, 0.083481
10.250139, 0.250050, 0.082851
10.260139, 0.254430, 0.082230
10.270140, 0.258891, 0.081617
10.280140, 0.263435, 0.081012
10.290140, 0.268063, 0.080415
10.300140, 0.272778, 0.079826
10.310141, 0.277580, 0.079246
10.320141, 0.282472, 0.078673
10.330141, 0.287454, 0.078109
10.340141, 0.292530, 0.077552
10.350142, 0.297700, 0.077004
10.360142, 0.302966, 0.076463
10.370142, 0.308331, 0.075930
10.380142, 0.313795, 0.075405
10.390142, 0.319361, 0.074887
10.400143, 0.325031, 0.074378
10.410143, 0.330806, 0.073876
10.420143, 0.336689, 0.073381
10.430143, 0.342681, 0.072894
10.440144, 0.348786, 0.072415
10.450144, 0.355004, 0.071944
10.460144, 0.361338, 0.071480
10.470144, 0.367789, 0.071023
10.480145, 0.374362, 0.070574
10.490145, 0.381056, 0.070133
10.500145, 0.387876, 0.069699
10.510145, 0.394822, 0.069272
10.520145, 0.401898, 0.068853
10.530146, 0.409106, 0.068441
10.540146, 0.416448, 0.068036
10.550146, 0.423927, 0.067639
10.560146, 0.431545, 0.067250
10.570147, 0.439305, 0.066868
10.580147, 0.447210, 0.066493
10.590147, 0.455262, 0.066125
10.600147, 0.463465, 0.065765
10.610147, 0.471819, 0.065412
10.620148, 0.480330, 0.065067
10.630148, 0.488999, 0.064728
10.640148, 0.497829, 0.064398
10.650148, 0.506824, 0.064074
10.660149, 0.515986, 0.063758
10.670149, 0.525319, 0.063450
10.680149, 0.534826, 0.063148
10.690149, 0.544509, 0.062855
10.700150, 0.554372, 0.062568
10.710150, 0.564419, 0.062290
10.720150, 0.574653, 0.062018
10.730150, 0.585077, 0.061754
10.740150, 0.595694, 0.061498
10.750151, 0.606509, 0.061250
10.760151, 0.617525, 0.061009
10.770151, 0.628745, 0.060775
10.780151, 0.640174, 0.060550
10.790152, 0.651814, 0.060332
10.800152, 0.663671, 0.060122
10.810152, 0.675747, 0.059919
10.820152, 0.688048, 0.059725
10.830153, 0.700576, 0.059539
10.840153, 0.713336, 0.059361
10.850153, 0.726332, 0.059190
10.860153, 0.739569, 0.059028
10.870153, 0.753051, 0.058875
10.880154, 0.766782, 0.058729
10.890154, 0.780766, 0.058592
10.900154, 0.795009, 0.058464
10.910154, 0.809515, 0.058344
10.920155, 0.824289, 0.058233
10.930155, 0.839334, 0.058131
10.940155, 0.854657, 0.058037
10.950155, 0.870262, 0.057953
10.960155, 0.886155, 0.057878
10.970156, 0.902339, 0.057812
10.980156, 0.918821, 0.057755
10.990156, 0.935605, 0.057708
11.000156, 0.952698, 0.057671
11.010157, 0.970103, 0.057644
11.020157, 0.987828, 0.057627
11.030157, 1.005877, 0.057620
11.040157, 1.024255, 0.057623
11.050158, 1.042970, 0.057637
11.060158, 1.062026, 0.057662
11.070158, 1.081429, 0.057698
11.080158, 1.101186, 0.057745
11.090158, 1.121302, 0.057803
11.100159, 1.141783, 0.057873
11.110159, 1.162637, 0.057955
11.120159, 1.183868, 0.058049
11.130159, 1.205484, 0.058156
11.140160, 1.227490, 0.058276
11.150160, 1.249894, 0.058408
11.160160, 1.272702, 0.058554
11.170160, 1.295920, 0.058714
11.180161, 1.319556, 0.058888
11.190161, 1.343616, 0.059076
11.200161, 1.368107, 0.059279
11.210161, 1.393036, 0.059497
11.220161, 1.418410, 0.059731
11.230162, 1.444237, 0.059981
11.240162, 1.470523, 0.060247
11.250162, 1.497275, 0.060531
11.260162, 1.524502, 0.060832
11.270163, 1.552210, 0.061151
11.280163, 1.580406, 0.061488
11.290163, 1.609099, 0.061845
11.300163, 1.638296, 0.062222
11.310163, 1.668003, 0.062619
11.320164, 1.698230, 0.063038
11.330164, 1.728983, 0.063478
11.340164, 1.760270, 0.063940
11.350164, 1.792099, 0.064427
11.360165, 1.824477, 0.064937
11.370165, 1.857412, 0.065472
11.380165, 1.890912, 0.066034
11.390165, 1.924985, 0.066622
11.400166, 1.959637, 0.067238
11.410166, 1.994877, 0.067883
11.420166, 2.030712, 0.068559
11.430166, 2.067149, 0.069265
11.440166, 2.104197, 0.070005
11.450167, 2.141862, 0.070778
11.460167, 2.180151, 0.071586
11.470167, 2.219072, 0.072431
11.480167, 2.258632, 0.073314
11.490168, 2.298837, 0.074236
11.500168, 2.339694, 0.075200
11.510168, 2.381209, 0.076208
11.520168, 2.423389, 0.077261
11.530169, 2.466240, 0.078360
11.540169, 2.509767, 0.079509
11.550169, 2.553976, 0.080710
11.560169, 2.598872, 0.081964
11.570169, 2.644459, 0.083274
11.580170, 2.690742, 0.084644
11.590170, 2.737724, 0.086075
11.600170, 2.785409, 0.087571
11.610170, 2.833799, 0.089134
11.620171, 2.882898, 0.090769
11.630171, 2.932705, 0.092478
11.640171, 2.983223, 0.094265
11.650171, 3.034451, 0.096134
11.660172, 3.086389, 0.098090
11.670172, 3.139034, 0.100137
11.680172, 3.192385, 0.102279
11.690172, 3.246437, 0.104521
11.700172, 3.301186, 0.106869
11.710173, 3.356626, 0.109328
11.720173, 3.412749, 0.111905
11.730173, 3.469547, 0.114605
11.740173, 3.527009, 0.117435
11.750174, 3.585124, 0.120403
11.760174, 3.643877, 0.123515
11.770174, 3.703252, 0.126781
11.780174, 3.763232, 0.130208
11.790174, 3.823796, 0.133806
11.800175, 3.884923, 0.137584
11.810175, 3.946586, 0.141554
11.820175, 4.008758, 0.145725
11.830175, 4.071408, 0.150109
11.840176, 4.134501, 0.154720
11.850176, 4.198001, 0.159569
11.860176, 4.261865, 0.164672
11.870176, 4.326047, 0.170044
11.880177, 4.390500, 0.175699
11.890177, 4.455168, 0.181656
11.900177, 4.519992, 0.187933
11.910177, 4.584908, 0.194548
11.920177, 4.649847, 0.201523
11.930178, 4.714732, 0.208878
11.940178, 4.779483, 0.216637
11.950178, 4.844010, 0.224825
11.960178, 4.908218, 0.233467
11.970179, 4.972005, 0.242592
11.980179, 5.035261, 0.252227
11.990179, 5.097865, 0.262405
12.000179, 5.159691, 0.273158
12.010180, 5.220603, 0.284521
12.020180, 5.280454, 0.296529
12.030180, 5.339089, 0.309222
12.040180, 5.396342, 0.322640
12.050180, 5.452036, 0.336824
12.060181, 5.505986, 0.351819
12.070181, 5.557992, 0.367672
12.080181, 5.607846, 0.384431
12.090181, 5.655328, 0.402145
12.100182, 5.700207, 0.420866
12.110182, 5.742241, 0.440648
12.120182, 5.781177, 0.461544
12.130182, 5.816752, 0.483611
12.140182, 5.848696, 0.506906
12.150183, 5.876728, 0.531484
12.160183, 5.900560, 0.557403
12.170183, 5.919902, 0.584719
12.180183, 5.934455, 0.613486
12.190184, 5.943923, 0.643759
12.200184, 5.948009, 0.675586
12.210184, 5.946417, 0.709014
12.220184, 5.938862, 0.744084
12.230185, 5.925069, 0.780834
12.240185, 5.904776, 0.819290
12.250185, 5.877740, 0.859475
12.260185, 5.843741, 0.901398
12.270185, 5.802590, 0.945059
12.280186, 5.754128, 0.990446
12.290186, 5.698236, 1.037533
12.300186, 5.634838, 1.086279
12.310186, 5.563905, 1.136626
12.320187, 5.485460, 1.188501
12.330187, 5.399585, 1.241811
12.340187, 5.306419, 1.296445
12.350187, 5.206163, 1.352276
12.360188, 5.099081, 1.409155
12.370188, 4.985501, 1.466917
12.380188, 4.865811, 1.525381
12.390188, 4.740461, 1.584349
12.400188, 4.609954, 1.643611
12.410189, 4.474844, 1.702945
12.420189, 4.335729, 1.762119
12.430189, 4.193242, 1.820899
12.440189, 4.048042, 1.879045
12.450190, 3.900810, 1.936319
12.460190, 3.752229, 1.992488
12.470190, 3.602986, 2.047325
12.480190, 3.453751, 2.100617
12.490191, 3.305176, 2.152161
12.500191, 3.157881, 2.201772
12.510191, 3.012451, 2.249284
12.520191, 2.869424, 2.294549
12.530191, 2.729292, 2.337444
12.540192, 2.592490, 2.377865
12.550192, 2.459403, 2.415733
12.560192, 2.330353, 2.450988
12.570192, 2.205610, 2.483595
12.580193, 2.085387, 2.513537
12.590193, 1.969844, 2.540819
12.600193, 1.859090, 2.565461
12.610193, 1.753189, 2.587500
12.620193, 1.652162, 2.606989
12.630194, 1.555990, 2.623991
12.640194, 1.464622, 2.638580
12.650194, 1.377979, 2.650840
12.660194, 1.295955, 2.660859
12.670195, 1.218423, 2.668734
12.680195, 1.145242, 2.674563
12.690195, 1.076257, 2.678448
12.700195, 1.011301, 2.680490
12.710196, 0.950203, 2.680793
12.720196, 0.892788, 2.679458
12.730196, 0.838879, 2.676586
12.740196, 0.788296, 2.672273
12.750196, 0.740866, 2.666616
12.760197, 0.696415, 2.659706
12.770197, 0.654776, 2.651631
12.780197, 0.615784, 2.642477
12.790197, 0.579284, 2.632324
12.800198, 0.545124, 2.621250
12.810198, 0.513159, 2.609326
12.820198, 0.483252, 2.596623
12.830198, 0.455273, 2.583205
12.840199, 0.429096, 2.569134
12.850199, 0.404606, 2.554466
12.860199, 0.381692, 2.539257
12.870199, 0.360249, 2.523557
12.880199, 0.340181, 2.507412
12.890200, 0.321395, 2.490868
12.900200, 0.303806, 2.473965
12.910200, 0.287334, 2.456741
12.920200, 0.271904, 2.439233
12.930201, 0.257445, 2.421473
12.940201, 0.243892, 2.403492
12.950201, 0.231184, 2.385319
12.960201, 0.219264, 2.366981
12.970201, 0.208080, 2.348501
12.980202, 0.197581, 2.329902
12.990202, 0.187722, 2.311207
13.000202, 0.178461, 2.292434
13.010202, 0.169757, 2.273600
13.020203, 0.161573, 2.254724
13.030203, 0.153875, 2.235820
13.040203, 0.146632, 2.216902
13.050203, 0.139812, 2.197984
13.060204, 0.133390, 2.179077
13.070204, 0.127337, 2.160193
13.080204, 0.121632, 2.141341
13.090204, 0.116251, 2.122533
13.100204, 0.111173, 2.103775
13.110205, 0.106380, 2.085076
13.120205, 0.101854, 2.066443
13.130205, 0.097577, 2.047884
13.140205, 0.093533, 2.029403
13.150206, 0.089709, 2.011007
13.160206, 0.086091, 1.992701
13.170206, 0.082667, 1.974490
13.180206, 0.079423, 1.956377
13.190207, 0.076350, 1.938367
13.200207, 0.073437, 1.920463
13.210207, 0.070675, 1.902669
13.220207, 0.068055, 1.884987
13.230207, 0.065567, 1.867420
13.240208, 0.063205, 1.849970
13.250208, 0.060962, 1.832640
13.260208, 0.058829, 1.815431
13.270208, 0.056802, 1.798344
13.280209, 0.054873, 1.781383
13.290209, 0.053038, 1.764546
13.300209, 0.051291, 1.747837
13.310209, 0.049628, 1.731255
13.320210, 0.048043, 1.714801
13.330210, 0.046532, 1.698477
13.340210, 0.045092, 1.682283
13.350210, 0.043718, 1.666219
13.360210, 0.042407, 1.650285
13.370211, 0.041155, 1.634482
13.380211, 0.039961, 1.618810
13.390211, 0.038819, 1.603269
13.400211, 0.037728, 1.587858
13.410212, 0.036686, 1.572579
13.420212, 0.035689, 1.557430
13.430212, 0.034735, 1.542411
13.440212, 0.033822, 1.527523
13.450212, 0.032949, 1.512764
13.460213, 0.032113, 1.498135
13.470213, 0.031312, 1.483635
13.480213, 0.030544, 1.469263
13.490213, 0.029809, 1.455019
13.500214, 0.029104, 1.440903
13.510214, 0.028428, 1.426913
13.520214, 0.027779, 1.413050
13.530214, 0.027157, 1.399312
13.540215, 0.026560, 1.385699
13.550215, 0.025988, 1.372210
13.560215, 0.025437, 1.358844
13.570215, 0.024909, 1.345601
13.580215, 0.024402, 1.332480
13.590216, 0.023914, 1.319481
13.600216, 0.023446, 1.306602
13.610216, 0.022996, 1.293842
13.620216, 0.022563, 1.281201
13.630217, 0.022147, 1.268678
13.640217, 0.021747, 1.256272
13.650217, 0.021363, 1.243983
13.660217, 0.020993, 1.231809
13.670218, 0.020637, 1.219749
13.680218, 0.020294, 1.207803
13.690218, 0.019965, 1.195971
13.700218, 0.019648, 1.184250
13.710218, 0.019343, 1.172640
13.720219, 0.019049, 1.161140
13.730219, 0.018767, 1.149750
13.740219, 0.018495, 1.138468
13.750219, 0.018233, 1.127294
13.760220, 0.017981, 1.116227
13.770220, 0.017738, 1.105265
13.780220, 0.017505, 1.094409
13.790220, 0.017280, 1.083656
13.800220, 0.017064, 1.073007
13.810221, 0.016856, 1.062460
13.820221, 0.016656, 1.052014
13.830221, 0.016463, 1.041670
13.840221, 0.016278, 1.031424
13.850222, 0.016100, 1.021278
13.860222, 0.015929, 1.011230
13.870222, 0.015764, 1.001278
13.880222, 0.015606, 0.991423
13.890223, 0.015454, 0.981664
13.900223, 0.015308, 0.971999
13.910223, 0.015168, 0.962428
13.920223, 0.015033, 0.952950
13.930223, 0.014904, 0.943563
13.940224, 0.014780, 0.934268
13.950224, 0.014662, 0.925064
13.960224, 0.014548, 0.915949
13.970224, 0.014439, 0.906923
13.980225, 0.014335, 0.897984
13.990225, 0.014236, 0.889133
14.000225, 0.014140, 0.880368
14.010225, 0.014050, 0.871689
14.020226, 0.013963, 0.863095
14.030226, 0.013881, 0.854584
14.040226, 0.013803, 0.846157
14.050226, 0.013729, 0.837812
14.060226, 0.013658, 0.829549
14.070227, 0.013591, 0.821367
14.080227, 0.013528, 0.813265
14.090227, 0.013469, 0.805242
14.100227, 0.013413, 0.797298
14.110228, 0.013360, 0.789432
14.120228, 0.013311, 0.781644
14.130228, 0.013265, 0.773931
14.140228, 0.013222, 0.766295
14.150229, 0.013183, 0.758733
14.160229, 0.013146, 0.751246
14.170229, 0.013113, 0.743832
14.180229, 0.013083, 0.736491
14.190229, 0.013055, 0.729223
14.200230, 0.013031, 0.722026
14.210230, 0.013009, 0.714899
14.220230, 0.012990, 0.707843
14.230230, 0.012974, 0.700857
14.240231, 0.012961, 0.693939
14.250231, 0.012950, 0.687090
14.260231, 0.012942, 0.680308
14.270231, 0.012937, 0.673593
14.280231, 0.012935, 0.666944
14.290232, 0.012934, 0.660361
14.300232, 0.012937, 0.653843
14.310232, 0.012942, 0.647389
14.320232, 0.012949, 0.640999
14.330233, 0.012959, 0.634672
14.340233, 0.012972, 0.628407
14.350233, 0.012987, 0.622205
14.360233, 0.013004, 0.616064
14.370234, 0.013024, 0.609983
14.380234, 0.013046, 0.603963
14.390234, 0.013070, 0.598002
14.400234, 0.013097, 0.592100
14.410234, 0.013127, 0.586257
14.420235, 0.013158, 0.580471
14.430235, 0.013192, 0.574743
14.440235, 0.013229, 0.569071
14.450235, 0.013267, 0.563456
14.460236, 0.013308, 0.557896
14.470236, 0.013352, 0.552391
14.480236, 0.013398, 0.546941
14.490236, 0.013446, 0.541545
14.500237, 0.013496, 0.536202
14.510237, 0.013549, 0.530913
14.520237, 0.013604, 0.525675
14.530237, 0.013662, 0.520490
14.540237, 0.013722, 0.515356
14.550238, 0.013784, 0.510273
14.560238, 0.013849, 0.505241
14.570238, 0.013916, 0.500259
14.580238, 0.013985, 0.495326
14.590239, 0.014057, 0.490442
14.600239, 0.014131, 0.485606
14.610239, 0.014208, 0.480819
14.620239, 0.014287, 0.476079
14.630239, 0.014369, 0.471386
14.640240, 0.014453, 0.466740
14.650240, 0.014540, 0.462140
14.660240, 0.014629, 0.457586
14.670240, 0.014721, 0.453077
14.680241, 0.014815, 0.448613
14.690241, 0.014912, 0.444193
14.700241, 0.015012, 0.439818
14.710241, 0.015114, 0.435485
14.720242, 0.015219, 0.431196
14.730242, 0.015326, 0.426950
14.740242, 0.015436, 0.422746
14.750242, 0.015549, 0.418584
14.760242, 0.015665, 0.414463
14.770243, 0.015784, 0.410383
14.780243, 0.015905, 0.406344
14.790243, 0.016029, 0.402345
14.800243, 0.016156, 0.398386
14.810244, 0.016286, 0.394467
14.820244, 0.016419, 0.390587
14.830244, 0.016555, 0.386745
14.840244, 0.016694, 0.382941
14.850245, 0.016836, 0.379176
14.860245, 0.016982, 0.375448
14.870245, 0.017130, 0.371757
14.880245, 0.017282, 0.368103
14.890245, 0.017436, 0.364486
14.900246, 0.017594, 0.360905
14.910246, 0.017756, 0.357359
14.920246, 0.017921, 0.353849
14.930246, 0.018089, 0.350374
14.940247, 0.018260, 0.346934
14.950247, 0.018436, 0.343528
14.960247, 0.018614, 0.340156
14.970247, 0.018797, 0.336817
14.980247, 0.018983, 0.333512
14.990248, 0.019172, 0.330241
15.000248, 0.019366, 0.327002
15.010248, 0.019563, 0.323795
15.020248, 0.019764, 0.320620
15.030249, 0.019970, 0.317477
15.040249, 0.020179, 0.314366
15.050249, 0.020392, 0.311286
15.060249, 0.020609, 0.308236
15.070250, 0.020831, 0.305218
15.080250, 0.021057, 0.302229
15.090250, 0.021287, 0.299270
15.100250, 0.021522, 0.296341
15.110250, 0.021761, 0.293442
15.120251, 0.022005, 0.290571
15.130251, 0.022253, 0.287729
15.140251, 0.022506, 0.284916
15.150251, 0.022763, 0.282131
15.160252, 0.023026, 0.279374
15.170252, 0.023294, 0.276645
15.180252, 0.023566, 0.273943
15.190252, 0.023844, 0.271268
15.200253, 0.024127, 0.268620
15.210253, 0.024415, 0.265998
15.220253, 0.024708, 0.263403
15.230253, 0.025007, 0.260834
15.240253, 0.025312, 0.258291
15.250254, 0.025622, 0.255774
15.260254, 0.025938, 0.253281
15.270254, 0.026259, 0.250814
15.280254, 0.026587, 0.248372
15.290255, 0.026920, 0.245954
15.300255, 0.027260, 0.243561
15.310255, 0.027606, 0.241192
15.320255, 0.027959, 0.238846
15.330256, 0.028317, 0.236525
15.340256, 0.028683, 0.234227
15.350256, 0.029055, 0.231951
15.360256, 0.029434, 0.229699
15.370256, 0.029820, 0.227470
15.380257, 0.030213, 0.225263
15.390257, 0.030613, 0.223079
15.400257, 0.031020, 0.220916
15.410257, 0.031435, 0.218775
15.420258, 0.031857, 0.216656
15.430258, 0.032287, 0.214559
15.440258, 0.032725, 0.212483
15.450258, 0.033171, 0.210427
15.460258, 0.033625, 0.208393
15.470259, 0.034088, 0.206379
15.480259, 0.034558, 0.204386
15.490259, 0.035038, 0.202412
15.500259, 0.035525, 0.200459
15.510260, 0.036022, 0.198526
15.520260, 0.036528, 0.196612
15.530260, 0.037043, 0.194718
15.540260, 0.037568, 0.192843
15.550261, 0.038102, 0.190987
15.560261, 0.038646, 0.189150
15.570261, 0.039199, 0.187331
15.580261, 0.039763, 0.185531
15.590261, 0.040337, 0.183750
15.600262, 0.040921, 0.181986
15.610262, 0.041516, 0.180241
15.620262, 0.042122, 0.178513
15.630262, 0.042739, 0.176803
15.640263, 0.043367, 0.175111
15.650263, 0.044007, 0.173436
15.660263, 0.044658, 0.171778
15.670263, 0.045321, 0.170137
15.680264, 0.045996, 0.168512
15.690264, 0.046683, 0.166905
15.700264, 0.047383, 0.165314
15.710264, 0.048096, 0.163739
15.720264, 0.048821, 0.162180
15.730265, 0.049560, 0.160638
15.740265, 0.050313, 0.159111
15.750265, 0.051079, 0.157600
15.760265, 0.051859, 0.156104
15.770266, 0.052653, 0.154624
15.780266, 0.053462, 0.153159
15.790266, 0.054286, 0.151710
15.800266, 0.055124, 0.150275
15.810266, 0.055978, 0.148855
15.820267, 0.056848, 0.147450
15.830267, 0.057733, 0.146059
15.840267, 0.058635, 0.144683
15.850267, 0.059553, 0.143321
15.860268, 0.060488, 0.141973
15.870268, 0.061440, 0.140639
15.880268, 0.062410, 0.139319
15.890268, 0.063397, 0.138013
15.900269, 0.064403, 0.136720
15.910269, 0.065427, 0.135441
15.920269, 0.066469, 0.134175
15.930269, 0.067531, 0.132923
15.940269, 0.068612, 0.131683
15.950270, 0.069714, 0.130457
15.960270, 0.070835, 0.129243
15.970270, 0.071977, 0.128042
15.980270, 0.073140, 0.126854
15.990271, 0.074325, 0.125678
16.000271, 0.075531, 0.124515
16.010271, 0.076759, 0.123364
16.020271, 0.078011, 0.122225
16.030272, 0.079285, 0.121098
16.040272, 0.080582, 0.119983
16.050272, 0.081904, 0.118880
16.060272, 0.083250, 0.117788
16.070272, 0.084621, 0.116709
16.080273, 0.086017, 0.115640
16.090273, 0.087439, 0.114583
16.100273, 0.088887, 0.113538
16.110273, 0.090362, 0.112503
16.120274, 0.091864, 0.111480
16.130274, 0.093394, 0.110468
16.140274, 0.094953, 0.109466
16.150274, 0.096540, 0.108475
16.160275, 0.098157, 0.107495
16.170275, 0.099803, 0.106526
16.180275, 0.101480, 0.105567
16.190275, 0.103188, 0.104618
16.200275, 0.104928, 0.103680
16.210276, 0.106701, 0.102752
16.220276, 0.108506, 0.101834
16.230276, 0.110344, 0.100926
16.240276, 0.112217, 0.100028
16.250277, 0.114125, 0.099140
16.260277, 0.116068, 0.098262
16.270277, 0.118047, 0.097394
16.280277, 0.120063, 0.096535
16.290277, 0.122116, 0.095685
16.300278, 0.124208, 0.094845
16.310278, 0.126339, 0.094015
16.320278, 0.128509, 0.093193
16.330278, 0.130720, 0.092381
16.340279, 0.132972, 0.091578
16.350279, 0.135267, 0.090784
16.360279, 0.137604, 0.089999
16.370279, 0.139984, 0.089223
16.380280, 0.142409, 0.088455
16.390280, 0.144879, 0.087697
16.400280, 0.147396, 0.086947
16.410280, 0.149959, 0.086206
16.420280, 0.152571, 0.085473
