#語	出現回数	TF
服	39	0.0643564356
人民	37	0.0610561056
年代	12	0.0198019802
着用	12	0.0198019802
中国	11	0.0181518152
背広	11	0.0181518152
中華人民共和国	9	0.0148514851
影響	7	0.0115511551
軍	7	0.0115511551
年	6	0.0099009901
的	6	0.0099009901
現在	6	0.0099009901
姿	6	0.0099009901
一般	5	0.0082508251
ベトナム	5	0.0082508251
よう	5	0.0082508251
衣装	5	0.0082508251
建国	5	0.0082508251
政治	5	0.0082508251
軍装	5	0.0082508251
正装	5	0.0082508251
編集	5	0.0082508251
日本	5	0.0082508251
以降	4	0.0066006601
者	4	0.0066006601
もの	4	0.0066006601
関係	4	0.0066006601
ファッション	4	0.0066006601
国	4	0.0066006601
服装	4	0.0066006601
使用	4	0.0066006601
解放	4	0.0066006601
金	4	0.0066006601
民族	4	0.0066006601
中山	4	0.0066006601
政策	4	0.0066006601
中	3	0.0049504950
ら	3	0.0049504950
風	3	0.0049504950
帽子	3	0.0049504950
サブ	3	0.0049504950
日成	3	0.0049504950
定着	3	0.0049504950
開放	3	0.0049504950
開襟	3	0.0049504950
後半	3	0.0049504950
孫	3	0.0049504950
毛沢東	3	0.0049504950
カルチャー	3	0.0049504950
指導	3	0.0049504950
軍服	3	0.0049504950
頃	2	0.0033003300
革命	2	0.0033003300
一種	2	0.0033003300
ポケット	2	0.0033003300
場	2	0.0033003300
帽	2	0.0033003300
国家	2	0.0033003300
の	2	0.0033003300
平	2	0.0033003300
側	2	0.0033003300
際	2	0.0033003300
映像	2	0.0033003300
中央	2	0.0033003300
写真	2	0.0033003300
北朝鮮	2	0.0033003300
ドイモイ	2	0.0033003300
時代	2	0.0033003300
式	2	0.0033003300
登場	2	0.0033003300
会	2	0.0033003300
脚注	2	0.0033003300
女性	2	0.0033003300
当初	2	0.0033003300
変化	2	0.0033003300
以来	2	0.0033003300
共和	2	0.0033003300
過去	2	0.0033003300
同様	2	0.0033003300
二つ	2	0.0033003300
主席	2	0.0033003300
改革	2	0.0033003300
襟	2	0.0033003300
調達	2	0.0033003300
各国	2	0.0033003300
世代	2	0.0033003300
文	2	0.0033003300
型	2	0.0033003300
間	2	0.0033003300
家	2	0.0033003300
晩餐	2	0.0033003300
最高	2	0.0033003300
男性	2	0.0033003300
生活	2	0.0033003300
一	1	0.0016501650
トレードマーク	1	0.0016501650
葬儀	1	0.0016501650
オーケストラ	1	0.0016501650
遺体	1	0.0016501650
グループ	1	0.0016501650
ジャンパー	1	0.0016501650
いずれ	1	0.0016501650
初め	1	0.0016501650
返答	1	0.0016501650
自身	1	0.0016501650
動き	1	0.0016501650
広場	1	0.0016501650
ゴダール	1	0.0016501650
星	1	0.0016501650
無地	1	0.0016501650
工業	1	0.0016501650
バン	1	0.0016501650
パレード	1	0.0016501650
頭	1	0.0016501650
開き	1	0.0016501650
移動	1	0.0016501650
彫刻	1	0.0016501650
作成	1	0.0016501650
リュック	1	0.0016501650
式典	1	0.0016501650
朝鮮人民軍	1	0.0016501650
時	1	0.0016501650
事典	1	0.0016501650
アイテム	1	0.0016501650
民主	1	0.0016501650
帽章	1	0.0016501650
手	1	0.0016501650
五つ	1	0.0016501650
併用	1	0.0016501650
フリー	1	0.0016501650
由来	1	0.0016501650
江	1	0.0016501650
イメージ	1	0.0016501650
反抗	1	0.0016501650
明治	1	0.0016501650
規模	1	0.0016501650
文化	1	0.0016501650
半ば	1	0.0016501650
学生	1	0.0016501650
色	1	0.0016501650
訪問	1	0.0016501650
天皇	1	0.0016501650
用語	1	0.0016501650
思想	1	0.0016501650
同国	1	0.0016501650
ふく	1	0.0016501650
付き	1	0.0016501650
上着	1	0.0016501650
タキシード	1	0.0016501650
人々	1	0.0016501650
台湾	1	0.0016501650
対立	1	0.0016501650
彼ら	1	0.0016501650
つば	1	0.0016501650
アルバニア	1	0.0016501650
密接	1	0.0016501650
急速	1	0.0016501650
題材	1	0.0016501650
語	1	0.0016501650
国々	1	0.0016501650
成人	1	0.0016501650
度	1	0.0016501650
現代	1	0.0016501650
外国	1	0.0016501650
共同	1	0.0016501650
平壌	1	0.0016501650
出典	1	0.0016501650
胡耀邦	1	0.0016501650
宣言	1	0.0016501650
自体	1	0.0016501650
ファン	1	0.0016501650
ソ	1	0.0016501650
ウェア	1	0.0016501650
国民	1	0.0016501650
共通	1	0.0016501650
装	1	0.0016501650
政権	1	0.0016501650
批判	1	0.0016501650
主義	1	0.0016501650
緑色	1	0.0016501650
記号	1	0.0016501650
像	1	0.0016501650
ぶり	1	0.0016501650
黒	1	0.0016501650
スキー	1	0.0016501650
問題	1	0.0016501650
最近	1	0.0016501650
セット	1	0.0016501650
胡	1	0.0016501650
ライフスタイル	1	0.0016501650
とき	1	0.0016501650
作品	1	0.0016501650
揃い	1	0.0016501650
監督	1	0.0016501650
正日	1	0.0016501650
平服	1	0.0016501650
胸	1	0.0016501650
裾	1	0.0016501650
周年	1	0.0016501650
月	1	0.0016501650
スラックス	1	0.0016501650
男女	1	0.0016501650
化	1	0.0016501650
映画	1	0.0016501650
視察	1	0.0016501650
百科	1	0.0016501650
留学	1	0.0016501650
近代	1	0.0016501650
錦	1	0.0016501650
晩年	1	0.0016501650
