#語	出現回数	TF
年	12	0.0459770115
リーグ	11	0.0421455939
川中島	11	0.0421455939
試合	9	0.0344827586
新潟	9	0.0344827586
甲府	9	0.0344827586
松本	7	0.0268199234
ため	6	0.0229885057
市	5	0.0191570881
長野	5	0.0191570881
側	5	0.0191570881
対戦	5	0.0191570881
合戦	4	0.0153256705
スタジアム	4	0.0153256705
編集	4	0.0153256705
日本	4	0.0153256705
月	3	0.0114942529
ダービー	3	0.0114942529
チーム	3	0.0114942529
開催	3	0.0114942529
ホームタウン	3	0.0114942529
人	3	0.0114942529
節	3	0.0114942529
雅	3	0.0114942529
日	3	0.0114942529
参入	3	0.0114942529
国	3	0.0114942529
信濃	2	0.0076628352
今後	2	0.0076628352
所属	2	0.0076628352
将来	2	0.0076628352
参加	2	0.0076628352
意識	2	0.0076628352
概要	2	0.0076628352
場	2	0.0076628352
越後	2	0.0076628352
場合	2	0.0076628352
山	2	0.0076628352
上杉	2	0.0076628352
武田	2	0.0076628352
甲斐	2	0.0076628352
項目	2	0.0076628352
規格	2	0.0076628352
地域	2	0.0076628352
よう	2	0.0076628352
方	2	0.0076628352
関連	2	0.0076628352
戦績	2	0.0076628352
平成	2	0.0076628352
困難	2	0.0076628352
一	1	0.0038314176
サポーター	1	0.0038314176
通称	1	0.0038314176
県	1	0.0038314176
会員	1	0.0038314176
総合	1	0.0038314176
東北電力	1	0.0038314176
百科	1	0.0038314176
様々	1	0.0038314176
限り	1	0.0038314176
公園	1	0.0038314176
移動	1	0.0038314176
フットボール	1	0.0038314176
対決	1	0.0038314176
作成	1	0.0038314176
サッカー	1	0.0038314176
特殊	1	0.0038314176
事典	1	0.0038314176
競技	1	0.0038314176
同様	1	0.0038314176
前	1	0.0038314176
会場	1	0.0038314176
皆無	1	0.0038314176
フリー	1	0.0038314176
観客	1	0.0038314176
中島	1	0.0038314176
北信越	1	0.0038314176
ここ	1	0.0038314176
かじ	1	0.0038314176
獲得	1	0.0038314176
武将	1	0.0038314176
一つ	1	0.0038314176
数	1	0.0038314176
イベント	1	0.0038314176
スコア	1	0.0038314176
基本	1	0.0038314176
同市	1	0.0038314176
松	1	0.0038314176
別名	1	0.0038314176
的	1	0.0038314176
検索	1	0.0038314176
甲冑	1	0.0038314176
社会	1	0.0038314176
事情	1	0.0038314176
戦国	1	0.0038314176
掲載	1	0.0038314176
カテゴリ	1	0.0038314176
出典	1	0.0038314176
広域	1	0.0038314176
わな	1	0.0038314176
表示	1	0.0038314176
ホーム	1	0.0038314176
信玄	1	0.0038314176
本山	1	0.0038314176
ライバル	1	0.0038314176
ホームグラウンド	1	0.0038314176
戦い	1	0.0038314176
大々的	1	0.0038314176
球技	1	0.0038314176
問題	1	0.0038314176
主催	1	0.0038314176
存在	1	0.0038314176
川	1	0.0038314176
環境	1	0.0038314176
名前	1	0.0038314176
発生	1	0.0038314176
時代	1	0.0038314176
実施	1	0.0038314176
申請	1	0.0038314176
謙信	1	0.0038314176
互い	1	0.0038314176
目次	1	0.0038314176
