#語	出現回数	TF	IDF	TF-IDF	
服	39	0.06435643564356436	2.6989700043360187	0.1736960893879616
人民	37	0.06105610561056106	2.5228787452803374	0.15403715111447605
着用	12	0.019801980198019802	3.0	0.0594059405940594
背広	11	0.018151815181518153	3.0	0.05445544554455446
中国	11	0.018151815181518153	2.0969100130080562	0.03806272300839706
中華人民共和国	9	0.01485148514851485	2.5228787452803374	0.037468496217034714
年代	12	0.019801980198019802	1.6575773191777938	0.03282331325104542
姿	6	0.009900990099009901	2.5228787452803374	0.02497899747802314
衣装	5	0.00825082508250825	3.0	0.02475247524752475
軍装	5	0.00825082508250825	3.0	0.02475247524752475
正装	5	0.00825082508250825	3.0	0.02475247524752475
影響	7	0.01155115511551155	1.958607314841775	0.022624176904112912
ベトナム	5	0.00825082508250825	2.5228787452803374	0.02081583123168595
建国	5	0.00825082508250825	2.5228787452803374	0.02081583123168595
軍	7	0.01155115511551155	1.7695510786217261	0.020440358993980334
服装	4	0.006600660066006601	3.0	0.019801980198019802
政治	5	0.00825082508250825	2.3010299956639813	0.018985396003828228
民族	4	0.006600660066006601	2.5228787452803374	0.016652664985348762
ファッション	4	0.006600660066006601	2.3979400086720375	0.01582798685592104
解放	4	0.006600660066006601	2.3010299956639813	0.015188316803062582
サブ	3	0.0049504950495049506	3.0	0.01485148514851485
日成	3	0.0049504950495049506	3.0	0.01485148514851485
開襟	3	0.0049504950495049506	3.0	0.01485148514851485
孫	3	0.0049504950495049506	3.0	0.01485148514851485
毛沢東	3	0.0049504950495049506	3.0	0.01485148514851485
軍服	3	0.0049504950495049506	3.0	0.01485148514851485
中山	4	0.006600660066006601	2.221848749616356	0.014665668314299381
政策	4	0.006600660066006601	2.154901959985743	0.014223775313437248
一般	5	0.00825082508250825	1.7212463990471711	0.014201702962435404
帽子	3	0.0049504950495049506	2.6989700043360187	0.013361237645227815
カルチャー	3	0.0049504950495049506	2.6989700043360187	0.013361237645227815
現在	6	0.009900990099009901	1.3467874862246563	0.013334529566580756
的	6	0.009900990099009901	1.2924298239020637	0.012796334890119443
金	4	0.006600660066006601	1.8860566476931633	0.012449218796654542
定着	3	0.0049504950495049506	2.3979400086720375	0.01187099014194078
開放	3	0.0049504950495049506	2.3979400086720375	0.01187099014194078
以降	4	0.006600660066006601	1.744727494896694	0.011516353101628343
指導	3	0.0049504950495049506	2.3010299956639813	0.011391237602296937
よう	5	0.00825082508250825	1.3767507096020997	0.011359329287146036
後半	3	0.0049504950495049506	2.154901959985743	0.010667831485077935
関係	4	0.006600660066006601	1.585026652029182	0.010462222125605162
