#語	出現回数	TF	IDF	TF-IDF	
山名	8	0.043478260869565216	3.0	0.13043478260869565
太田垣	7	0.03804347826086957	3.0	0.1141304347826087
氏	10	0.05434782608695652	2.0969100130080562	0.11396250070695957
但馬	5	0.02717391304347826	3.0	0.08152173913043478
年	12	0.06521739130434782	1.0409586076789064	0.06788860484862433
竹田	4	0.021739130434782608	3.0	0.06521739130434782
城	4	0.021739130434782608	2.154901959985743	0.04684569478229876
輝	3	0.016304347826086956	2.6989700043360187	0.04400494572286987
嘉吉	3	0.016304347826086956	2.6989700043360187	0.04400494572286987
国	5	0.02717391304347826	1.5528419686577808	0.042196792626570126
応仁	3	0.016304347826086956	2.5228787452803374	0.04113389258609246
守護	3	0.016304347826086956	2.5228787452803374	0.04113389258609246
延	3	0.016304347826086956	2.5228787452803374	0.04113389258609246
豊	3	0.016304347826086956	2.221848749616356	0.03622579483070146
垣屋	2	0.010869565217391304	3.0	0.03260869565217391
八木	2	0.010869565217391304	3.0	0.03260869565217391
細川	2	0.010869565217391304	3.0	0.03260869565217391
田結庄	2	0.010869565217391304	3.0	0.03260869565217391
持	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
守備	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
秀吉	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
国人	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
毛利	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
四天王	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
羽柴	2	0.010869565217391304	2.6989700043360187	0.029336630481913248
織田	2	0.010869565217391304	2.5228787452803374	0.02742259505739497
勢力	2	0.010869565217391304	2.5228787452803374	0.02742259505739497
侵攻	2	0.010869565217391304	2.3979400086720375	0.02606456531165258
永	2	0.010869565217391304	2.3010299956639813	0.025011195605043272
乱	2	0.010869565217391304	2.3010299956639813	0.025011195605043272
元年	2	0.010869565217391304	2.3010299956639813	0.025011195605043272
家	3	0.016304347826086956	1.5086383061657274	0.024597363687484684
宗	2	0.010869565217391304	2.221848749616356	0.024150529887134304
戦国	2	0.010869565217391304	2.221848749616356	0.024150529887134304
参加	2	0.010869565217391304	1.853871964321762	0.020150782220888716
ら	2	0.010869565217391304	1.8239087409443187	0.019825095010264332
以降	2	0.010869565217391304	1.744727494896694	0.01896442929235537
臣従	1	0.005434782608695652	3.0	0.016304347826086956
夜久野	1	0.005434782608695652	3.0	0.016304347826086956
落城	1	0.005434782608695652	3.0	0.016304347826086956
居城	1	0.005434782608695652	3.0	0.016304347826086956
離反	1	0.005434782608695652	3.0	0.016304347826086956
元春	1	0.005434782608695652	3.0	0.016304347826086956
配下	1	0.005434782608695652	3.0	0.016304347826086956
和睦	1	0.005434782608695652	3.0	0.016304347826086956
実権	1	0.005434782608695652	3.0	0.016304347826086956
奮戦	1	0.005434782608695652	3.0	0.016304347826086956
赤松	1	0.005434782608695652	3.0	0.016304347826086956
手薄	1	0.005434782608695652	3.0	0.016304347826086956
没落	1	0.005434782608695652	3.0	0.016304347826086956
丹波	1	0.005434782608695652	3.0	0.016304347826086956
撃退	1	0.005434782608695652	3.0	0.016304347826086956
西陣	1	0.005434782608695652	3.0	0.016304347826086956
播磨	1	0.005434782608695652	3.0	0.016304347826086956
領国	1	0.005434782608695652	3.0	0.016304347826086956
任	1	0.005434782608695652	3.0	0.016304347826086956
没年	1	0.005434782608695652	3.0	0.016304347826086956
時代	2	0.010869565217391304	1.408935392973501	0.015314515141016314
よう	2	0.010869565217391304	1.3767507096020997	0.014964681626109779
不詳	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
擁立	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
天正	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
誠	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
信長	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
のぶ	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
掌握	1	0.005434782608695652	2.6989700043360187	0.014668315240956624
勃発	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
弟	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
国境	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
禄	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
従軍	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
功	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
討伐	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
吉川	1	0.005434782608695652	2.5228787452803374	0.013711297528697486
ため	2	0.010869565217391304	1.2291479883578558	0.01336030422128104
正	1	0.005434782608695652	2.221848749616356	0.012075264943567152
有力	1	0.005434782608695652	2.221848749616356	0.012075264943567152
対立	1	0.005434782608695652	2.0969100130080562	0.011396250070695958
原	1	0.005434782608695652	2.0969100130080562	0.011396250070695958
経営	1	0.005434782608695652	2.0969100130080562	0.011396250070695958
状態	1	0.005434782608695652	2.045757490560675	0.011118247231308016
方	1	0.005434782608695652	2.045757490560675	0.011118247231308016
京都	1	0.005434782608695652	1.9208187539523753	0.010439232358436822
代	1	0.005434782608695652	1.8860566476931633	0.010250307867897625
結果	1	0.005434782608695652	1.7958800173440752	0.009760217485565626
軍	1	0.005434782608695652	1.7695510786217261	0.009617125427291989
他	1	0.005434782608695652	1.638272163982407	0.008903653065121777
人物	1	0.005434782608695652	1.5086383061657274	0.008199121229161561
日本	1	0.005434782608695652	1.1870866433571445	0.006451557844332307
月	1	0.005434782608695652	1.1307682802690238	0.006145479784070781
作成	1	0.005434782608695652	1.00436480540245	0.005458504377187229
カテゴリ	1	0.005434782608695652	1.00436480540245	0.005458504377187229
百科	1	0.005434782608695652	1.0	0.005434782608695652
移動	1	0.005434782608695652	1.0	0.005434782608695652
事典	1	0.005434782608695652	1.0	0.005434782608695652
フリー	1	0.005434782608695652	1.0	0.005434782608695652
検索	1	0.005434782608695652	1.0	0.005434782608695652
出典	1	0.005434782608695652	1.0	0.005434782608695652
