#語	出現回数	TF
患者	7	0.0424242424
ホームズ	7	0.0424242424
年	5	0.0303030303
入院	5	0.0303030303
医師	4	0.0242424242
事件	4	0.0242424242
依頼	3	0.0181818182
シャーロック	3	0.0181818182
小説	3	0.0181818182
年代	3	0.0181818182
月	2	0.0121212121
病院	2	0.0121212121
後半	2	0.0121212121
殺人	2	0.0121212121
前	2	0.0121212121
開業	2	0.0121212121
今日	2	0.0121212121
診療	2	0.0121212121
侵入	2	0.0121212121
の	2	0.0121212121
部屋	2	0.0121212121
シリーズ	2	0.0121212121
様子	2	0.0121212121
短編	2	0.0121212121
翌日	2	0.0121212121
足跡	2	0.0121212121
出典	2	0.0121212121
コナン	2	0.0121212121
ドイル	2	0.0121212121
自殺	1	0.0060606061
以降	1	0.0060606061
ため	1	0.0060606061
者	1	0.0060606061
開業医	1	0.0060606061
詳細	1	0.0060606061
謎	1	0.0060606061
部分	1	0.0060606061
登場	1	0.0060606061
すじ	1	0.0060606061
強硬	1	0.0060606061
百科	1	0.0060606061
発表	1	0.0060606061
錠	1	0.0060606061
手紙	1	0.0060606061
計画	1	0.0060606061
警察	1	0.0060606061
注意	1	0.0060606061
丈夫	1	0.0060606061
もの	1	0.0060606061
発作	1	0.0060606061
中	1	0.0060606061
ほう	1	0.0060606061
移動	1	0.0060606061
死体	1	0.0060606061
父	1	0.0060606061
作成	1	0.0060606061
事典	1	0.0060606061
フリー	1	0.0060606061
物語	1	0.0060606061
投機	1	0.0060606061
表	1	0.0060606061
晩	1	0.0060606061
一つ	1	0.0060606061
数	1	0.0060606061
話	1	0.0060606061
歴	1	0.0060606061
提案	1	0.0060606061
典	1	0.0060606061
彼	1	0.0060606061
思い出	1	0.0060606061
断定	1	0.0060606061
彼ら	1	0.0060606061
核心	1	0.0060606061
推測	1	0.0060606061
検索	1	0.0060606061
強盗	1	0.0060606061
誰か	1	0.0060606061
近く	1	0.0060606061
週間	1	0.0060606061
第三者	1	0.0060606061
間	1	0.0060606061
解明	1	0.0060606061
掲載	1	0.0060606061
際	1	0.0060606061
首吊り	1	0.0060606061
著者	1	0.0060606061
薬	1	0.0060606061
断	1	0.0060606061
カテゴリ	1	0.0060606061
文学	1	0.0060606061
真相	1	0.0060606061
よう	1	0.0060606061
人	1	0.0060606061
周到	1	0.0060606061
症	1	0.0060606061
記述	1	0.0060606061
息子	1	0.0060606061
編集	1	0.0060606061
アーサー	1	0.0060606061
スポンサー	1	0.0060606061
翌朝	1	0.0060606061
記載	1	0.0060606061
日	1	0.0060606061
犯人	1	0.0060606061
人物	1	0.0060606061
編	1	0.0060606061
発生	1	0.0060606061
作品	1	0.0060606061
号	1	0.0060606061
親子	1	0.0060606061
・	1	0.0060606061
続き	1	0.0060606061
