#語	出現回数	TF	IDF	TF-IDF	
序曲	11	0.020754716981132074	3.0	0.062264150943396226
曲	17	0.03207547169811321	1.9208187539523753	0.06161116757960449
ウィリアム	9	0.016981132075471698	3.0	0.0509433962264151
テル	9	0.016981132075471698	2.6989700043360187	0.04583156611136636
ひょうきん	8	0.01509433962264151	3.0	0.04528301886792453
ファンファーレ	7	0.013207547169811321	3.0	0.03962264150943397
演奏	8	0.01509433962264151	2.3010299956639813	0.03473252823643745
オペラ	5	0.009433962264150943	3.0	0.02830188679245283
使用	10	0.018867924528301886	1.4685210829577449	0.027707944961466884
音楽	7	0.013207547169811321	1.9208187539523753	0.025369304297484203
番組	6	0.011320754716981131	1.853871964321762	0.02098722978477466
オープニング	4	0.007547169811320755	2.6989700043360187	0.020369584938385046
作曲	5	0.009433962264150943	2.154901959985743	0.020329263773450405
テーマ	5	0.009433962264150943	2.0969100130080562	0.019782169934038266
部	6	0.011320754716981131	1.619788758288394	0.018337231225906348
ソナタ	3	0.005660377358490566	3.0	0.016981132075471698
協奏曲	3	0.005660377358490566	3.0	0.016981132075471698
ホ	3	0.005660377358490566	3.0	0.016981132075471698
チェロ	3	0.005660377358490566	3.0	0.016981132075471698
ロッシーニ	3	0.005660377358490566	3.0	0.016981132075471698
メカ	3	0.005660377358490566	3.0	0.016981132075471698
楽器	3	0.005660377358490566	2.6989700043360187	0.015277188703788785
アレンジ	3	0.005660377358490566	2.6989700043360187	0.015277188703788785
球場	3	0.005660377358490566	2.5228787452803374	0.014280445728001908
話	5	0.009433962264150943	1.3565473235138126	0.012797616259564269
楽曲	3	0.005660377358490566	2.221848749616356	0.012576502356318997
短調	2	0.0037735849056603774	3.0	0.011320754716981133
声楽	2	0.0037735849056603774	3.0	0.011320754716981133
ティンパニ	2	0.0037735849056603774	3.0	0.011320754716981133
ヴァイオリン	2	0.0037735849056603774	3.0	0.011320754716981133
スイス	2	0.0037735849056603774	3.0	0.011320754716981133
牧歌	2	0.0037735849056603774	3.0	0.011320754716981133
タケ	2	0.0037735849056603774	3.0	0.011320754716981133
キン	2	0.0037735849056603774	3.0	0.011320754716981133
クラシック	2	0.0037735849056603774	3.0	0.011320754716981133
テレビ	3	0.005660377358490566	2.0	0.011320754716981131
オーケストラ	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
コンビ	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
シーン	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
ピアノ	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
軍隊	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
行進	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
オレ	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
トランペット	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
本塁打	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
ゾロ	2	0.0037735849056603774	2.6989700043360187	0.010184792469192523
年	5	0.009433962264150943	1.0409586076789064	0.009820364223385909
版	3	0.005660377358490566	1.7212463990471711	0.009742904145550025
トリオ	2	0.0037735849056603774	2.5228787452803374	0.009520297152001273
ミニ	2	0.0037735849056603774	2.5228787452803374	0.009520297152001273
作品	3	0.005660377358490566	1.638272163982407	0.009273238664051359
相手	2	0.0037735849056603774	2.3979400086720375	0.009048830221403915
理論	2	0.0037735849056603774	2.3979400086720375	0.009048830221403915
場合	3	0.005660377358490566	1.5528419686577808	0.00878967152070442
嵐	2	0.0037735849056603774	2.3010299956639813	0.008683132059109363
族	2	0.0037735849056603774	2.3010299956639813	0.008683132059109363
家	3	0.005660377358490566	1.5086383061657274	0.00853946211037204
ちゃん	2	0.0037735849056603774	2.221848749616356	0.008384334904212665
ゲーム	2	0.0037735849056603774	2.221848749616356	0.008384334904212665
主催	2	0.0037735849056603774	2.221848749616356	0.008384334904212665
派	2	0.0037735849056603774	2.154901959985743	0.008131705509380163
マン	2	0.0037735849056603774	2.154901959985743	0.008131705509380163
有名	2	0.0037735849056603774	2.045757490560675	0.007719839587021414
選手	2	0.0037735849056603774	2.045757490560675	0.007719839587021414
ラジオ	2	0.0037735849056603774	2.0	0.007547169811320755
チーム	2	0.0037735849056603774	2.0	0.007547169811320755
構成	2	0.0037735849056603774	1.853871964321762	0.006995743261591555
たち	2	0.0037735849056603774	1.853871964321762	0.006995743261591555
部分	2	0.0037735849056603774	1.7958800173440752	0.006776905725826699
東京	2	0.0037735849056603774	1.744727494896694	0.006583877339232808
