#語	出現回数	TF
選手	12	0.0474308300
年	7	0.0276679842
編集	5	0.0197628458
月	4	0.0158102767
シーズン	4	0.0158102767
州	4	0.0158102767
日	4	0.0158102767
新人	3	0.0118577075
ニューヨーク	3	0.0118577075
バスケットボール	3	0.0118577075
アメリカ合衆国	3	0.0118577075
移籍	3	0.0118577075
指名	3	0.0118577075
ポジション	3	0.0118577075
情報	2	0.0079051383
ため	2	0.0079051383
記録	2	0.0079051383
得点	2	0.0079051383
大学	2	0.0079051383
アメリカ	2	0.0079051383
ダブル	2	0.0079051383
開幕	2	0.0079051383
ドラフト	2	0.0079051383
リンク	2	0.0079051383
身長	2	0.0079051383
その後	2	0.0079051383
期待	2	0.0079051383
位	2	0.0079051383
チーム	2	0.0079051383
フリー	2	0.0079051383
出場	2	0.0079051383
バッファ	2	0.0079051383
学生	2	0.0079051383
フォワード	2	0.0079051383
ベンチ	2	0.0079051383
インサイド	2	0.0079051383
後	2	0.0079051383
開花	2	0.0079051383
外部	2	0.0079051383
トレード	2	0.0079051383
経歴	2	0.0079051383
ロー	2	0.0079051383
人	2	0.0079051383
有力	2	0.0079051383
活躍	2	0.0079051383
表示	2	0.0079051383
パワー	2	0.0079051383
体重	2	0.0079051383
人物	2	0.0079051383
時代	2	0.0079051383
出身	2	0.0079051383
確率	1	0.0039525692
栄誉	1	0.0039525692
下	1	0.0039525692
タイプ	1	0.0039525692
プレイヤー	1	0.0039525692
所属	1	0.0039525692
マーフィー	1	0.0039525692
参加	1	0.0039525692
キース	1	0.0039525692
地元	1	0.0039525692
欠場	1	0.0039525692
アーロン	1	0.0039525692
強靭	1	0.0039525692
百科	1	0.0039525692
発表	1	0.0039525692
年生	1	0.0039525692
リーグ	1	0.0039525692
ラテン	1	0.0039525692
ジュリアン	1	0.0039525692
存命	1	0.0039525692
厚み	1	0.0039525692
地	1	0.0039525692
移動	1	0.0039525692
誕生	1	0.0039525692
外れ	1	0.0039525692
作成	1	0.0039525692
リバウンド	1	0.0039525692
クリス	1	0.0039525692
体格	1	0.0039525692
事典	1	0.0039525692
デビュー	1	0.0039525692
センター	1	0.0039525692
会場	1	0.0039525692
グレイ	1	0.0039525692
腕	1	0.0039525692
特徴	1	0.0039525692
カンファレンス	1	0.0039525692
高校	1	0.0039525692
不調	1	0.0039525692
才能	1	0.0039525692
面	1	0.0039525692
テキサス	1	0.0039525692
低迷	1	0.0039525692
進学	1	0.0039525692
表	1	0.0039525692
背番号	1	0.0039525692
アフリカ	1	0.0039525692
本名	1	0.0039525692
オフェンス	1	0.0039525692
話	1	0.0039525692
歳	1	0.0039525692
試合	1	0.0039525692
スティーブン	1	0.0039525692
基本	1	0.0039525692
ジェフ	1	0.0039525692
評判	1	0.0039525692
成功	1	0.0039525692
的	1	0.0039525692
握手	1	0.0039525692
途中	1	0.0039525692
上位	1	0.0039525692
検索	1	0.0039525692
アリゾナ	1	0.0039525692
馴染み	1	0.0039525692
アル	1	0.0039525692
要員	1	0.0039525692
間	1	0.0039525692
スロー	1	0.0039525692
ショット	1	0.0039525692
数々	1	0.0039525692
時間	1	0.0039525692
小柄	1	0.0039525692
両親	1	0.0039525692
トロイ	1	0.0039525692
州立	1	0.0039525692
写真	1	0.0039525692
カテゴリ	1	0.0039525692
ポール	1	0.0039525692
出典	1	0.0039525692
本来	1	0.0039525692
帽子	1	0.0039525692
よう	1	0.0039525692
発揮	1	0.0039525692
文字	1	0.0039525692
その間	1	0.0039525692
交換	1	0.0039525692
ジャクソン	1	0.0039525692
素質	1	0.0039525692
連続	1	0.0039525692
薬指	1	0.0039525692
ぶり	1	0.0039525692
ヶ月	1	0.0039525692
最高	1	0.0039525692
直前	1	0.0039525692
巡	1	0.0039525692
全体	1	0.0039525692
波	1	0.0039525692
ナイジェリア	1	0.0039525692
骨折	1	0.0039525692
編	1	0.0039525692
好調	1	0.0039525692
名前	1	0.0039525692
テン	1	0.0039525692
パシフィック	1	0.0039525692
終盤	1	0.0039525692
目	1	0.0039525692
監督	1	0.0039525692
サマー	1	0.0039525692
ライト	1	0.0039525692
ロースター	1	0.0039525692
男子	1	0.0039525692
当日	1	0.0039525692
・	1	0.0039525692
系	1	0.0039525692
国	1	0.0039525692
目次	1	0.0039525692
コミッショナー	1	0.0039525692
片鱗	1	0.0039525692
