#語	出現回数	TF
徳島	19	0.0509383378
駅	19	0.0509383378
バス	19	0.0509383378
県	12	0.0321715818
便	12	0.0321715818
高速	10	0.0268096515
鳴門	9	0.0241286863
施設	8	0.0214477212
方面	6	0.0160857909
編集	6	0.0160857909
発着	5	0.0134048257
場	5	0.0134048257
経由	5	0.0134048257
ターミナル	5	0.0134048257
停車	5	0.0134048257
駐車	5	0.0134048257
交通	5	0.0134048257
松茂	4	0.0107238606
等	4	0.0107238606
表示	4	0.0107238606
日	4	0.0107238606
設置	4	0.0107238606
者	3	0.0080428954
道	3	0.0080428954
それ	3	0.0080428954
吉野川	3	0.0080428954
道路	3	0.0080428954
月	2	0.0053619303
グループ	2	0.0053619303
上	2	0.0053619303
開設	2	0.0053619303
利用	2	0.0053619303
一般	2	0.0053619303
淡路島	2	0.0053619303
町	2	0.0053619303
リンク	2	0.0053619303
前	2	0.0053619303
通過	2	0.0053619303
事例	2	0.0053619303
年	2	0.0053619303
香川	2	0.0053619303
狙い	2	0.0053619303
バスターミナル	2	0.0053619303
外部	2	0.0053619303
比較	2	0.0053619303
都合	2	0.0053619303
民営	2	0.0053619303
量	2	0.0053619303
広島	2	0.0053619303
路線	2	0.0053619303
阿南	2	0.0053619303
全て	2	0.0053619303
岡山	2	0.0053619303
情報	1	0.0026809651
詰め	1	0.0026809651
謂	1	0.0026809651
市	1	0.0026809651
建築	1	0.0026809651
逆	1	0.0026809651
中喜来	1	0.0026809651
サーチ	1	0.0026809651
通称	1	0.0026809651
慢性	1	0.0026809651
自動車	1	0.0026809651
歩行	1	0.0026809651
大橋	1	0.0026809651
式	1	0.0026809651
向上	1	0.0026809651
原付	1	0.0026809651
交流	1	0.0026809651
交差点	1	0.0026809651
百科	1	0.0026809651
舞	1	0.0026809651
高知	1	0.0026809651
それら	1	0.0026809651
板野	1	0.0026809651
山鹿	1	0.0026809651
性	1	0.0026809651
もの	1	0.0026809651
中	1	0.0026809651
一大	1	0.0026809651
バス停	1	0.0026809651
バイパス	1	0.0026809651
案内	1	0.0026809651
移動	1	0.0026809651
ほか	1	0.0026809651
選択	1	0.0026809651
作成	1	0.0026809651
渋滞	1	0.0026809651
中心	1	0.0026809651
所	1	0.0026809651
事典	1	0.0026809651
ロード	1	0.0026809651
スポット	1	0.0026809651
橋	1	0.0026809651
目的	1	0.0026809651
フリー	1	0.0026809651
桜	1	0.0026809651
全便	1	0.0026809651
記事	1	0.0026809651
通行	1	0.0026809651
改善	1	0.0026809651
沿い	1	0.0026809651
物	1	0.0026809651
ば	1	0.0026809651
千代田	1	0.0026809651
機能	1	0.0026809651
運行	1	0.0026809651
空	1	0.0026809651
本町	1	0.0026809651
地方	1	0.0026809651
的	1	0.0026809651
内	1	0.0026809651
大橋南	1	0.0026809651
四国	1	0.0026809651
検索	1	0.0026809651
不可	1	0.0026809651
間	1	0.0026809651
人気	1	0.0026809651
荘川	1	0.0026809651
敷地	1	0.0026809651
便数	1	0.0026809651
項目	1	0.0026809651
時間	1	0.0026809651
発車	1	0.0026809651
これ	1	0.0026809651
橋間	1	0.0026809651
整備	1	0.0026809651
加筆	1	0.0026809651
幾つ	1	0.0026809651
カテゴリ	1	0.0026809651
要素	1	0.0026809651
性質	1	0.0026809651
訂正	1	0.0026809651
出典	1	0.0026809651
車種	1	0.0026809651
西日本	1	0.0026809651
混雑	1	0.0026809651
数値	1	0.0026809651
条件	1	0.0026809651
年度	1	0.0026809651
利便	1	0.0026809651
有料	1	0.0026809651
公営	1	0.0026809651
仮称	1	0.0026809651
国土	1	0.0026809651
立地	1	0.0026809651
位置	1	0.0026809651
温泉	1	0.0026809651
協力	1	0.0026809651
リアルタイム	1	0.0026809651
豊富	1	0.0026809651
関連	1	0.0026809651
拠点	1	0.0026809651
他	1	0.0026809651
のり	1	0.0026809651
存在	1	0.0026809651
昼間	1	0.0026809651
うち	1	0.0026809651
スペース	1	0.0026809651
近隣	1	0.0026809651
郡	1	0.0026809651
可能	1	0.0026809651
現在	1	0.0026809651
注	1	0.0026809651
部	1	0.0026809651
日本	1	0.0026809651
草津	1	0.0026809651
国鉄	1	0.0026809651
愛媛	1	0.0026809651
参照	1	0.0026809651
称	1	0.0026809651
台	1	0.0026809651
英	1	0.0026809651
交通省	1	0.0026809651
十和田湖	1	0.0026809651
平成	1	0.0026809651
号	1	0.0026809651
郷	1	0.0026809651
空港	1	0.0026809651
国道	1	0.0026809651
目次	1	0.0026809651
休日	1	0.0026809651
種類	1	0.0026809651
