#x, y, v
0.000000, 10.000000, 0.000000
0.100000, 10.000000, -2.000000
0.200000, 9.800000, -3.940000
0.300000, 9.406000, -5.781800
0.400000, 8.827820, -7.489546
0.500000, 8.078865, -9.030424
0.600000, 7.175823, -10.375284
0.700000, 6.138295, -11.499190
0.800000, 4.988376, -12.381873
0.900000, 3.750188, -13.008092
1.000000, 2.449379, -13.367887
1.100000, 1.112590, -13.456726
1.200000, -0.233082, -13.275543
1.300000, -1.560637, -12.830660
1.400000, -2.843703, -12.133613
1.500000, -4.057064, -11.200864
1.600000, -5.177150, -10.053425
1.700000, -6.182493, -8.716392
1.800000, -7.054132, -7.218402
1.900000, -7.775972, -5.591024
2.000000, -8.335075, -3.868099
2.100000, -8.721884, -2.085041
2.200000, -8.930388, -0.278113
2.300000, -8.958200, 1.516309
2.400000, -8.806569, 3.262459
2.500000, -8.480323, 4.925899
2.600000, -7.987733, 6.474187
2.700000, -7.340314, 7.877508
2.800000, -6.552564, 9.109245
2.900000, -5.641639, 10.146481
3.000000, -4.626991, 10.970414
3.100000, -3.529950, 11.566700
3.200000, -2.373280, 11.925689
3.300000, -1.180711, 12.042574
3.400000, 0.023547, 11.917439
3.500000, 1.215291, 11.555206
3.600000, 2.370811, 10.965492
3.700000, 3.467361, 10.162365
3.800000, 4.483597, 9.164022
3.900000, 5.399999, 7.992382
4.000000, 6.199237, 6.672611
4.100000, 6.866498, 5.232585
4.200000, 7.389757, 3.702308
4.300000, 7.759988, 2.113287
4.400000, 7.971316, 0.497891
4.500000, 8.021106, -1.111309
4.600000, 7.909975, -2.682191
4.700000, 7.641756, -4.183720
4.800000, 7.223383, -5.586560
4.900000, 6.664728, -6.863640
5.000000, 5.978364, -7.990676
5.100000, 5.179296, -8.946628
5.200000, 4.284633, -9.714089
5.300000, 3.313224, -10.279593
5.400000, 2.285265, -10.633850
5.500000, 1.221880, -10.771887
5.600000, 0.144691, -10.693107
5.700000, -0.924619, -10.401252
5.800000, -1.964745, -9.904290
5.900000, -2.955174, -9.214213
6.000000, -3.876595, -8.346752
6.100000, -4.711270, -7.321030
6.200000, -5.443373, -6.159145
6.300000, -6.059287, -4.885696
6.400000, -6.547857, -3.527268
6.500000, -6.900584, -2.111878
6.600000, -7.111772, -0.668405
6.700000, -7.178612, 0.774001
6.800000, -7.101212, 2.186504
6.900000, -6.882562, 3.541151
7.000000, -6.528447, 4.811429
7.100000, -6.047304, 5.972775
7.200000, -5.450026, 7.003053
7.300000, -4.749721, 7.882966
7.400000, -3.961424, 8.596422
7.500000, -3.101782, 9.130814
7.600000, -2.188701, 9.477246
7.700000, -1.240976, 9.630669
7.800000, -0.277909, 9.589944
7.900000, 0.681085, 9.357827
8.000000, 1.616868, 8.940876
8.100000, 2.510955, 8.349276
8.200000, 3.345883, 7.596606
8.300000, 4.105544, 6.699532
8.400000, 4.775497, 5.677437
8.500000, 5.343240, 4.552014
8.600000, 5.798442, 3.346806
8.700000, 6.133122, 2.086713
8.800000, 6.341794, 0.797488
8.900000, 6.421543, -0.494796
9.000000, 6.372063, -1.764261
9.100000, 6.195637, -2.985745
9.200000, 5.897062, -4.135300
9.300000, 5.483532, -5.190654
9.400000, 4.964467, -6.131641
9.500000, 4.351303, -6.940585
9.600000, 3.657244, -7.602628
9.700000, 2.896982, -8.105998
9.800000, 2.086382, -8.442214
9.900000, 1.242160, -8.606224
10.000000, 0.381538, -8.596470
