#語	出現回数	TF
池田	18	0.0669144981
年	15	0.0557620818
月	9	0.0334572491
池	9	0.0334572491
田仲	9	0.0334572491
澄	8	0.0297397770
日	8	0.0297397770
央	7	0.0260223048
藩	6	0.0223048327
氏	5	0.0185873606
藩主	5	0.0185873606
鳥取	5	0.0185873606
仲	5	0.0185873606
庸	4	0.0148698885
奴	3	0.0111524164
鹿	3	0.0111524164
守	3	0.0111524164
元禄	3	0.0111524164
江戸	3	0.0111524164
代	3	0.0111524164
墓所	2	0.0074349442
下	2	0.0074349442
摂津	2	0.0074349442
父	2	0.0074349442
次男	2	0.0074349442
位	2	0.0074349442
子	2	0.0074349442
別名	2	0.0074349442
因幡	2	0.0074349442
五	2	0.0074349442
宝	2	0.0074349442
暦	2	0.0074349442
長男	2	0.0074349442
大名	2	0.0074349442
時代	2	0.0074349442
延	2	0.0074349442
市	1	0.0037174721
澄明	1	0.0037174721
笈	1	0.0037174721
吉	1	0.0037174721
県	1	0.0037174721
名	1	0.0037174721
幼名	1	0.0037174721
百科	1	0.0037174721
初	1	0.0037174721
享年	1	0.0037174721
年生	1	0.0037174721
なか	1	0.0037174721
館	1	0.0037174721
五男	1	0.0037174721
宝永	1	0.0037174721
移動	1	0.0037174721
国府	1	0.0037174721
利久	1	0.0037174721
戒名	1	0.0037174721
町	1	0.0037174721
活	1	0.0037174721
朝鮮	1	0.0037174721
作成	1	0.0037174721
奨励	1	0.0037174721
時	1	0.0037174721
事典	1	0.0037174721
三男	1	0.0037174721
兄弟	1	0.0037174721
豊前	1	0.0037174721
従事	1	0.0037174721
鳥取東	1	0.0037174721
生誕	1	0.0037174721
父母	1	0.0037174721
中川	1	0.0037174721
フリー	1	0.0037174721
院	1	0.0037174721
千屋	1	0.0037174721
敦	1	0.0037174721
家督	1	0.0037174721
表	1	0.0037174721
初代	1	0.0037174721
話	1	0.0037174721
側	1	0.0037174721
奥谷	1	0.0037174721
空	1	0.0037174721
邦子	1	0.0037174721
通信使	1	0.0037174721
柳生	1	0.0037174721
玄	1	0.0037174721
公役	1	0.0037174721
外様	1	0.0037174721
検索	1	0.0037174721
死没	1	0.0037174721
律	1	0.0037174721
新田	1	0.0037174721
接待	1	0.0037174721
後	1	0.0037174721
美	1	0.0037174721
江戸城	1	0.0037174721
定	1	0.0037174721
中期	1	0.0037174721
吸収	1	0.0037174721
叙位	1	0.0037174721
没	1	0.0037174721
室	1	0.0037174721
享	1	0.0037174721
正室	1	0.0037174721
氏族	1	0.0037174721
死去	1	0.0037174721
カテゴリ	1	0.0037174721
文学	1	0.0037174721
徳	1	0.0037174721
出典	1	0.0037174721
家	1	0.0037174721
四男	1	0.0037174721
隠居	1	0.0037174721
徹	1	0.0037174721
松平	1	0.0037174721
妻	1	0.0037174721
官位	1	0.0037174721
凡例	1	0.0037174721
公家	1	0.0037174721
輝子	1	0.0037174721
廃	1	0.0037174721
定温	1	0.0037174721
雅	1	0.0037174721
長八	1	0.0037174721
俊	1	0.0037174721
母	1	0.0037174721
久松	1	0.0037174721
保	1	0.0037174721
章	1	0.0037174721
賢	1	0.0037174721
古	1	0.0037174721
清子	1	0.0037174721
編	1	0.0037174721
矩	1	0.0037174721
幕府	1	0.0037174721
泰	1	0.0037174721
鵜殿	1	0.0037174721
任官	1	0.0037174721
尽力	1	0.0037174721
門番	1	0.0037174721
建	1	0.0037174721
・	1	0.0037174721
五月	1	0.0037174721
