#語	出現回数	TF
年	61	0.0392535393
豊田	47	0.0302445302
海軍	30	0.0193050193
大臣	27	0.0173745174
昭和	17	0.0109395109
月	15	0.0096525097
次官	13	0.0083655084
外務	10	0.0064350064
日	10	0.0064350064
後	10	0.0064350064
近衛	9	0.0057915058
ため	9	0.0057915058
内閣	9	0.0057915058
貞次郎	9	0.0057915058
学校	8	0.0051480051
昇進	8	0.0051480051
長	8	0.0051480051
日本	8	0.0051480051
就任	7	0.0045045045
鉄鋼	7	0.0045045045
帰国	7	0.0045045045
大将	7	0.0045045045
卒業	6	0.0038610039
の	6	0.0038610039
山本	6	0.0038610039
時代	6	0.0038610039
吉田	6	0.0038610039
外務省	6	0.0038610039
太郎	6	0.0038610039
編集	6	0.0038610039
大正	6	0.0038610039
本部	6	0.0038610039
軍人	5	0.0032175032
軍需	5	0.0032175032
大日本帝国	5	0.0032175032
人物	5	0.0032175032
茂	5	0.0032175032
交渉	5	0.0032175032
号	5	0.0032175032
米	5	0.0032175032
長官	5	0.0032175032
鎮守	5	0.0032175032
一	5	0.0032175032
先代	5	0.0032175032
府	5	0.0032175032
代	5	0.0032175032
県	5	0.0032175032
責任	5	0.0032175032
次代	5	0.0032175032
者	4	0.0025740026
明治	4	0.0025740026
外国	4	0.0025740026
商工	4	0.0025740026
大隈	4	0.0025740026
艦	4	0.0025740026
及川	4	0.0025740026
武	4	0.0025740026
宮	4	0.0025740026
家	4	0.0025740026
生産	4	0.0025740026
出身	4	0.0025740026
同盟	4	0.0025740026
辞職	4	0.0025740026
茂徳	4	0.0025740026
和歌山	4	0.0025740026
事務	4	0.0025740026
高明	4	0.0025740026
時	4	0.0025740026
佐世保	4	0.0025740026
加藤	4	0.0025740026
政治	4	0.0025740026
重信	4	0.0025740026
東郷	4	0.0025740026
随員	3	0.0019305019
首相	3	0.0019305019
洋右	3	0.0019305019
運輸	3	0.0019305019
郎	3	0.0019305019
後任	3	0.0019305019
艦隊	3	0.0019305019
製	3	0.0019305019
重光	3	0.0019305019
軍縮	3	0.0019305019
イギリス	3	0.0019305019
科	3	0.0019305019
改造	3	0.0019305019
井上	3	0.0019305019
戦後	3	0.0019305019
海外	3	0.0019305019
力	3	0.0019305019
成立	3	0.0019305019
洋平	3	0.0019305019
派遣	3	0.0019305019
設置	3	0.0019305019
通信	3	0.0019305019
策	3	0.0019305019
河野	3	0.0019305019
ロンドン	3	0.0019305019
船団	3	0.0019305019
現場	3	0.0019305019
対	3	0.0019305019
鐵	3	0.0019305019
内田	3	0.0019305019
葵	3	0.0019305019
労働	3	0.0019305019
沢	3	0.0019305019
八郎	3	0.0019305019
法	3	0.0019305019
松岡	3	0.0019305019
兼任	3	0.0019305019
康哉	3	0.0019305019
政	3	0.0019305019
法律	3	0.0019305019
航空	3	0.0019305019
工廠	3	0.0019305019
年間	3	0.0019305019
軍務	3	0.0019305019
三	3	0.0019305019
確保	3	0.0019305019
砲術	3	0.0019305019
軍	3	0.0019305019
宣嘉	3	0.0019305019
親王	3	0.0019305019
有田	3	0.0019305019
参謀	3	0.0019305019
更迭	3	0.0019305019
閣僚	3	0.0019305019
会議	3	0.0019305019
善太郎	2	0.0012870013
山階	2	0.0012870013
特殊	2	0.0012870013
園田	2	0.0012870013
将官	2	0.0012870013
階級	2	0.0012870013
表	2	0.0012870013
副島	2	0.0012870013
正彦	2	0.0012870013
賛成	2	0.0012870013
ら	2	0.0012870013
肌	2	0.0012870013
よう	2	0.0012870013
招聘	2	0.0012870013
吉三郎	2	0.0012870013
・	2	0.0012870013
壽	2	0.0012870013
戦隊	2	0.0012870013
戦争	2	0.0012870013
局長	2	0.0012870013
軍事	2	0.0012870013
太平洋戦争	2	0.0012870013
町村	2	0.0012870013
減少	2	0.0012870013
兵	2	0.0012870013
会長	2	0.0012870013
部長	2	0.0012870013
実業	2	0.0012870013
馨	2	0.0012870013
整備	2	0.0012870013
指揮	2	0.0012870013
条約	2	0.0012870013
顧問	2	0.0012870013
歴代	2	0.0012870013
世界	2	0.0012870013
青木	2	0.0012870013
命令	2	0.0012870013
自身	2	0.0012870013
所属	2	0.0012870013
文麿	2	0.0012870013
国内	2	0.0012870013
戦	2	0.0012870013
大平	2	0.0012870013
前	2	0.0012870013
必要	2	0.0012870013
話	2	0.0012870013
伊達	2	0.0012870013
成功	2	0.0012870013
廣田	2	0.0012870013
拓	2	0.0012870013
エリート	2	0.0012870013
務	2	0.0012870013
シドニー	2	0.0012870013
英	2	0.0012870013
補職	2	0.0012870013
次	2	0.0012870013
公望	2	0.0012870013
博	2	0.0012870013
鈴木	2	0.0012870013
歴	2	0.0012870013
締結	2	0.0012870013
引退	2	0.0012870013
事情	2	0.0012870013
原	2	0.0012870013
一覧	2	0.0012870013
正芳	2	0.0012870013
主力	2	0.0012870013
自ら	2	0.0012870013
護衛	2	0.0012870013
オーストラリア	2	0.0012870013
生活	2	0.0012870013
社長	2	0.0012870013
将来	2	0.0012870013
半年	2	0.0012870013
ポスト	2	0.0012870013
対ソ	2	0.0012870013
生涯	2	0.0012870013
公職	2	0.0012870013
辞表	2	0.0012870013
寺内	2	0.0012870013
留任	2	0.0012870013
正毅	2	0.0012870013
ヶ月	2	0.0012870013
総裁	2	0.0012870013
峯	2	0.0012870013
追放	2	0.0012870013
武官	2	0.0012870013
小坂	2	0.0012870013
以来	2	0.0012870013
小村	2	0.0012870013
古賀	2	0.0012870013
東京	2	0.0012870013
種臣	2	0.0012870013
間	2	0.0012870013
英機	2	0.0012870013
大使館	2	0.0012870013
表示	2	0.0012870013
大戦	2	0.0012870013
編	2	0.0012870013
開戦	2	0.0012870013
陸海	2	0.0012870013
作戦	2	0.0012870013
晃	2	0.0012870013
附	2	0.0012870013
経験	2	0.0012870013
最終	2	0.0012870013
幣	2	0.0012870013
周藏	2	0.0012870013
喜重郎	2	0.0012870013
学生	2	0.0012870013
