#語	出現回数	TF
家	26	0.0296803653
与六	20	0.0228310502
漫画	20	0.0228310502
編集	17	0.0194063927
兼	16	0.0182648402
直江	13	0.0148401826
信長	12	0.0136986301
上杉	12	0.0136986301
作品	10	0.0114155251
慶	9	0.0102739726
年	8	0.0091324201
樋口	8	0.0091324201
謙信	8	0.0091324201
前田	7	0.0079908676
家臣	7	0.0079908676
織田	7	0.0079908676
者	6	0.0068493151
日	6	0.0068493151
巻	6	0.0068493151
景勝	6	0.0068493151
人	6	0.0068493151
義	6	0.0068493151
次月	5	0.0057077626
風	5	0.0057077626
語り	5	0.0057077626
一	5	0.0057077626
月	5	0.0057077626
次	5	0.0057077626
連載	5	0.0057077626
項目	5	0.0057077626
ため	4	0.0045662100
主人公	4	0.0045662100
桃	4	0.0045662100
さ	4	0.0045662100
雲洞	4	0.0045662100
安土	4	0.0045662100
景綱	4	0.0045662100
発売	4	0.0045662100
見物	4	0.0045662100
院	4	0.0045662100
庵	4	0.0045662100
仙	4	0.0045662100
人物	4	0.0045662100
雲	4	0.0045662100
本	4	0.0045662100
越後	4	0.0045662100
原作	4	0.0045662100
羽柴	4	0.0045662100
たち	4	0.0045662100
週刊	4	0.0045662100
茂助	4	0.0045662100
民	3	0.0034246575
城主	3	0.0034246575
泉沢	3	0.0034246575
登場	3	0.0034246575
政景	3	0.0034246575
戦国	3	0.0034246575
長尾	3	0.0034246575
雑誌	3	0.0034246575
日本	3	0.0034246575
中	3	0.0034246575
父	3	0.0034246575
久	3	0.0034246575
秀吉	3	0.0034246575
フジ	3	0.0034246575
花	3	0.0034246575
作	3	0.0034246575
石田	3	0.0034246575
城	3	0.0034246575
久秀	2	0.0022831050
奉行	2	0.0022831050
概要	2	0.0022831050
豊	2	0.0022831050
堀江	2	0.0022831050
表	2	0.0022831050
の	2	0.0022831050
ん	2	0.0022831050
うえ	2	0.0022831050
とき	2	0.0022831050
仲間	2	0.0022831050
・	2	0.0022831050
通称	2	0.0022831050
関白	2	0.0022831050
番組	2	0.0022831050
女性	2	0.0022831050
担当	2	0.0022831050
三成	2	0.0022831050
当時	2	0.0022831050
作画	2	0.0022831050
かね	2	0.0022831050
いくさ	2	0.0022831050
妙	2	0.0022831050
毘沙門天	2	0.0022831050
隠し	2	0.0022831050
景虎	2	0.0022831050
表示	2	0.0022831050
野	2	0.0022831050
側近	2	0.0022831050
銀山	2	0.0022831050
左	2	0.0022831050
編	2	0.0022831050
その他	2	0.0022831050
修行	2	0.0022831050
戦	2	0.0022831050
権	2	0.0022831050
定満	2	0.0022831050
ひで	2	0.0022831050
船	2	0.0022831050
作成	2	0.0022831050
子供	2	0.0022831050
時	2	0.0022831050
ここ	2	0.0022831050
話	2	0.0022831050
乱	2	0.0022831050
惣右衛門	2	0.0022831050
利家	2	0.0022831050
盗	2	0.0022831050
さん	2	0.0022831050
内容	2	0.0022831050
代	2	0.0022831050
現在	2	0.0022831050
焙烙	2	0.0022831050
拳	2	0.0022831050
結婚	2	0.0022831050
すぎ	2	0.0022831050
北条	2	0.0022831050
殺害	2	0.0022831050
伴	2	0.0022831050
鬼	2	0.0022831050
十	2	0.0022831050
歳	2	0.0022831050
朝廷	2	0.0022831050
一門	2	0.0022831050
後	2	0.0022831050
養子	2	0.0022831050
原	2	0.0022831050
カテゴリ	2	0.0022831050
小姓	2	0.0022831050
心	2	0.0022831050
一族	2	0.0022831050
又五郎	2	0.0022831050
大名	2	0.0022831050
あだ名	2	0.0022831050
単行	2	0.0022831050
遠山	1	0.0011415525
球	1	0.0011415525
頃	1	0.0011415525
実母	1	0.0011415525
信濃	1	0.0011415525
溺死	1	0.0011415525
名	1	0.0011415525
小	1	0.0011415525
隔週	1	0.0011415525
語り手	1	0.0011415525
利用	1	0.0011415525
もと	1	0.0011415525
砦	1	0.0011415525
宿老	1	0.0011415525
えひめ	1	0.0011415525
頭	1	0.0011415525
場	1	0.0011415525
移動	1	0.0011415525
リンク	1	0.0011415525
坊主	1	0.0011415525
尼	1	0.0011415525
ストーリー	1	0.0011415525
野尻	1	0.0011415525
血	1	0.0011415525
事典	1	0.0011415525
衆	1	0.0011415525
ひでよ	1	0.0011415525
道	1	0.0011415525
もん	1	0.0011415525
フリー	1	0.0011415525
化粧	1	0.0011415525
正体	1	0.0011415525
