#語	出現回数	TF
年	24	0.0662983425
回戦	12	0.0331491713
イギリス	12	0.0331491713
選手	9	0.0248618785
勝	9	0.0248618785
シングルス	8	0.0220994475
大会	8	0.0220994475
月	7	0.0193370166
ツアー	7	0.0193370166
全米	6	0.0165745856
ダブルス	6	0.0165745856
グレグ	6	0.0165745856
優勝	6	0.0165745856
成績	5	0.0138121547
テニス	5	0.0138121547
カナダ	5	0.0138121547
男子	5	0.0138121547
進出	4	0.0110497238
サーバー	4	0.0110497238
オープン	4	0.0110497238
最高	4	0.0110497238
ビッグ	4	0.0110497238
戦	3	0.0082872928
位	3	0.0082872928
ポート	3	0.0082872928
敗	3	0.0082872928
サーブ	3	0.0082872928
ニュー	3	0.0082872928
人	3	0.0082872928
仏	3	0.0082872928
日	3	0.0082872928
代表	3	0.0082872928
国籍	3	0.0082872928
タイプ	2	0.0055248619
ランキング	2	0.0055248619
プレー	2	0.0055248619
五輪	2	0.0055248619
フランス	2	0.0055248619
地	2	0.0055248619
オリンピック	2	0.0055248619
対決	2	0.0055248619
身長	2	0.0055248619
自己	2	0.0055248619
表	2	0.0055248619
豪	2	0.0055248619
出場	2	0.0055248619
歳	2	0.0055248619
ベスト	2	0.0055248619
最後	2	0.0055248619
モントリオール	2	0.0055248619
引退	2	0.0055248619
ロンドン	2	0.0055248619
取得	2	0.0055248619
アトランタ	2	0.0055248619
通算	2	0.0055248619
決勝	2	0.0055248619
体重	2	0.0055248619
州	2	0.0055248619
シドニー	2	0.0055248619
英	2	0.0055248619
出身	2	0.0055248619
世界	2	0.0055248619
情報	1	0.0027624309
以前	1	0.0027624309
者	1	0.0027624309
ゾーン	1	0.0027624309
グループ	1	0.0027624309
名	1	0.0027624309
ペリー	1	0.0027624309
最速	1	0.0027624309
知名度	1	0.0027624309
若手	1	0.0027624309
百科	1	0.0027624309
ヘン	1	0.0027624309
年生	1	0.0027624309
別	1	0.0027624309
有名	1	0.0027624309
ストレート	1	0.0027624309
以来	1	0.0027624309
ラテン	1	0.0027624309
在住	1	0.0027624309
殿堂	1	0.0027624309
存命	1	0.0027624309
週	1	0.0027624309
移動	1	0.0027624309
国際	1	0.0027624309
現役	1	0.0027624309
父親	1	0.0027624309
リンク	1	0.0027624309
作成	1	0.0027624309
パリ	1	0.0027624309
その後	1	0.0027624309
完敗	1	0.0027624309
事典	1	0.0027624309
同僚	1	0.0027624309
片	1	0.0027624309
デビュー	1	0.0027624309
ケベック	1	0.0027624309
界	1	0.0027624309
対抗	1	0.0027624309
マレー	1	0.0027624309
同士	1	0.0027624309
ウィンブルドン	1	0.0027624309
フリー	1	0.0027624309
不調	1	0.0027624309
ティム	1	0.0027624309
アフリカ	1	0.0027624309
母親	1	0.0027624309
話	1	0.0027624309
試合	1	0.0027624309
歴	1	0.0027624309
速度	1	0.0027624309
基本	1	0.0027624309
喪章	1	0.0027624309
彼	1	0.0027624309
生年月日	1	0.0027624309
生涯	1	0.0027624309
妃	1	0.0027624309
手打ち	1	0.0027624309
的	1	0.0027624309
検索	1	0.0027624309
ウクライナ	1	0.0027624309
後	1	0.0027624309
キャリア	1	0.0027624309
事故死	1	0.0027624309
応援	1	0.0027624309
外部	1	0.0027624309
全豪オープン	1	0.0027624309
居住	1	0.0027624309
バック	1	0.0027624309
度	1	0.0027624309
経歴	1	0.0027624309
勢い	1	0.0027624309
ヨーロッパ	1	0.0027624309
ダイアナ	1	0.0027624309
フレッド	1	0.0027624309
カテゴリ	1	0.0027624309
ひとり	1	0.0027624309
プロフィール	1	0.0027624309
出典	1	0.0027624309
表明	1	0.0027624309
よう	1	0.0027624309
移住	1	0.0027624309
文字	1	0.0027624309
利き手	1	0.0027624309
国民	1	0.0027624309
左利き	1	0.0027624309
市内	1	0.0027624309
入り	1	0.0027624309
編集	1	0.0027624309
マン	1	0.0027624309
アンディ	1	0.0027624309
連覇	1	0.0027624309
展開	1	0.0027624309
英語	1	0.0027624309
波	1	0.0027624309
同年	1	0.0027624309
現在	1	0.0027624309
オーストラリア	1	0.0027624309
皇太子	1	0.0027624309
左	1	0.0027624309
プロテニス	1	0.0027624309
勝利	1	0.0027624309
人物	1	0.0027624309
編	1	0.0027624309
話題	1	0.0027624309
プロ	1	0.0027624309
ハンド	1	0.0027624309
シード	1	0.0027624309
・	1	0.0027624309
系	1	0.0027624309
交通	1	0.0027624309
国	1	0.0027624309
