#語	出現回数	TF
年	56	0.0561122244
作品	33	0.0330661323
漫画	30	0.0300601202
五十嵐	25	0.0250501002
月	20	0.0200400802
月刊	19	0.0190380762
号	19	0.0190380762
賞	17	0.0170340681
家	12	0.0120240481
編集	11	0.0110220441
大介	11	0.0110220441
アフタヌーン	11	0.0110220441
頁	10	0.0100200401
魔女	9	0.0090180361
講談社	9	0.0090180361
優秀	9	0.0090180361
日本	9	0.0090180361
回	9	0.0090180361
メディア	8	0.0080160321
文化庁	8	0.0080160321
芸術	8	0.0080160321
海獣	8	0.0080160321
巻	8	0.0080160321
子供	8	0.0080160321
連載	8	0.0080160321
黒田	7	0.0070140281
祭	7	0.0070140281
人物	7	0.0070140281
マンガ	7	0.0070140281
受賞	7	0.0070140281
収録	6	0.0060120240
日	6	0.0060120240
もの	5	0.0050100200
っぱなし	5	0.0050100200
はなし	5	0.0050100200
部門	5	0.0050100200
インタビュー	5	0.0050100200
一志	5	0.0050100200
話	5	0.0050100200
島田	5	0.0050100200
自然	4	0.0040080160
版	4	0.0040080160
ボールペン	4	0.0040080160
大学	4	0.0040080160
少女	4	0.0040080160
四季	4	0.0040080160
者	3	0.0030060120
リンク	3	0.0030060120
デビュー	3	0.0030060120
作風	3	0.0030060120
茄子	3	0.0030060120
活動	3	0.0030060120
女性	3	0.0030060120
舞台	3	0.0030060120
冬	3	0.0030060120
雑誌	3	0.0030060120
編	3	0.0030060120
世界	3	0.0030060120
自身	3	0.0030060120
中	3	0.0030060120
諸星	3	0.0030060120
投稿	3	0.0030060120
協会	3	0.0030060120
誌	3	0.0030060120
影響	3	0.0030060120
出典	3	0.0030060120
関連	3	0.0030060120
県	3	0.0030060120
作	3	0.0030060120
シリーズ	3	0.0030060120
後	3	0.0030060120
短編	3	0.0030060120
ノミネート	3	0.0030060120
以降	2	0.0020040080
メモ	2	0.0020040080
友人	2	0.0020040080
卒業	2	0.0020040080
中学生	2	0.0020040080
フリー	2	0.0020040080
既刊	2	0.0020040080
表	2	0.0020040080
の	2	0.0020040080
イラスト	2	0.0020040080
少年	2	0.0020040080
大賞	2	0.0020040080
来歴	2	0.0020040080
プラザ	2	0.0020040080
囃子	2	0.0020040080
時代	2	0.0020040080
不思議	2	0.0020040080
・	2	0.0020040080
木地	2	0.0020040080
夏	2	0.0020040080
クラブハウス	2	0.0020040080
登場	2	0.0020040080
治虫	2	0.0020040080
リスト	2	0.0020040080
アニメ	2	0.0020040080
盛岡	2	0.0020040080
コミック	2	0.0020040080
映子	2	0.0020040080
当時	2	0.0020040080
