#語	出現回数	TF
年	17	0.0417690418
アンネ	13	0.0319410319
ドイツ	13	0.0319410319
ユダヤ	12	0.0294840295
人	11	0.0270270270
隠れ家	10	0.0245700246
所	8	0.0196560197
一	7	0.0171990172
系	7	0.0171990172
月	7	0.0171990172
収容	7	0.0171990172
日記	6	0.0147420147
フランク	6	0.0147420147
強制	6	0.0147420147
上	5	0.0122850123
死亡	5	0.0122850123
写真	5	0.0122850123
移住	5	0.0122850123
日	5	0.0122850123
生活	5	0.0122850123
ため	4	0.0098280098
息子	4	0.0098280098
オランダ	4	0.0098280098
彼	4	0.0098280098
後	4	0.0098280098
一家	4	0.0098280098
歯科	3	0.0073710074
兄弟	3	0.0073710074
医師	3	0.0073710074
的	3	0.0073710074
帝国	3	0.0073710074
主義	3	0.0073710074
軍	3	0.0073710074
結婚	3	0.0073710074
開業	3	0.0073710074
編集	3	0.0073710074
英語	3	0.0073710074
者	2	0.0049140049
説教	2	0.0049140049
ここ	2	0.0049140049
親衛隊	2	0.0049140049
態度	2	0.0049140049
相談	2	0.0049140049
法	2	0.0049140049
時代	2	0.0049140049
逮捕	2	0.0049140049
同室	2	0.0049140049
アメリカ	2	0.0049140049
次	2	0.0049140049
危険	2	0.0049140049
医	2	0.0049140049
党	2	0.0049140049
アムステルダム	2	0.0049140049
彼女	2	0.0049140049
ニュルンベルク	2	0.0049140049
使用	2	0.0049140049
離婚	2	0.0049140049
同居	2	0.0049140049
家	2	0.0049140049
イギリス	2	0.0049140049
大戦	2	0.0049140049
世界	2	0.0049140049
悪役	1	0.0024570025
下	1	0.0024570025
自身	1	0.0024570025
出動	1	0.0024570025
了解	1	0.0024570025
予定	1	0.0024570025
戦後	1	0.0024570025
中	1	0.0024570025
訳	1	0.0024570025
移動	1	0.0024570025
ピーター	1	0.0024570025
父	1	0.0024570025
リンク	1	0.0024570025
折り合い	1	0.0024570025
作成	1	0.0024570025
子供	1	0.0024570025
事典	1	0.0024570025
資格	1	0.0024570025
版	1	0.0024570025
国家	1	0.0024570025
あご	1	0.0024570025
故国	1	0.0024570025
尊大	1	0.0024570025
著	1	0.0024570025
フリー	1	0.0024570025
侵略	1	0.0024570025
眞理子	1	0.0024570025
マナー	1	0.0024570025
の	1	0.0024570025
平和	1	0.0024570025
関係	1	0.0024570025
勤務	1	0.0024570025
成功	1	0.0024570025
賛成	1	0.0024570025
場所	1	0.0024570025
少年	1	0.0024570025
参考	1	0.0024570025
文献	1	0.0024570025
二	1	0.0024570025
労働	1	0.0024570025
五	1	0.0024570025
店	1	0.0024570025
外部	1	0.0024570025
織物	1	0.0024570025
際	1	0.0024570025
本格	1	0.0024570025
著者	1	0.0024570025
表記	1	0.0024570025
略歴	1	0.0024570025
没	1	0.0024570025
ホロコースト	1	0.0024570025
支援	1	0.0024570025
暴動	1	0.0024570025
同地	1	0.0024570025
部隊	1	0.0024570025
占領	1	0.0024570025
出典	1	0.0024570025
都合	1	0.0024570025
北部	1	0.0024570025
全土	1	0.0024570025
政権	1	0.0024570025
立場	1	0.0024570025
批判	1	0.0024570025
水晶	1	0.0024570025
他	1	0.0024570025
閣下	1	0.0024570025
ナチス	1	0.0024570025
アルベルト	1	0.0024570025
延期	1	0.0024570025
愛人	1	0.0024570025
番地	1	0.0024570025
ベルリン	1	0.0024570025
衣服	1	0.0024570025
夜	1	0.0024570025
百科	1	0.0024570025
女性	1	0.0024570025
期	1	0.0024570025
年生	1	0.0024570025
アレルギー	1	0.0024570025
警察	1	0.0024570025
メンバー	1	0.0024570025
猫	1	0.0024570025
病院	1	0.0024570025
殺害	1	0.0024570025
迫害	1	0.0024570025
偽名	1	0.0024570025
机	1	0.0024570025
その後	1	0.0024570025
住人	1	0.0024570025
通報	1	0.0024570025
保安	1	0.0024570025
カルフォルニア	1	0.0024570025
狂信	1	0.0024570025
完全	1	0.0024570025
診療	1	0.0024570025
記事	1	0.0024570025
はじめ	1	0.0024570025
深町	1	0.0024570025
立法	1	0.0024570025
通過	1	0.0024570025
会社	1	0.0024570025
外科	1	0.0024570025
中将	1	0.0024570025
数	1	0.0024570025
販売	1	0.0024570025
総督	1	0.0024570025
ハンス	1	0.0024570025
検索	1	0.0024570025
社会	1	0.0024570025
間	1	0.0024570025
曹長	1	0.0024570025
ジャネット	1	0.0024570025
ニュージャージー	1	0.0024570025
軍人	1	0.0024570025
すべて	1	0.0024570025
通り	1	0.0024570025
実業	1	0.0024570025
経歴	1	0.0024570025
カテゴリ	1	0.0024570025
妻	1	0.0024570025
事件	1	0.0024570025
恋人	1	0.0024570025
それ	1	0.0024570025
南アフリカ	1	0.0024570025
母	1	0.0024570025
患者	1	0.0024570025
入り	1	0.0024570025
決意	1	0.0024570025
掌握	1	0.0024570025
職業	1	0.0024570025
一緒	1	0.0024570025
犠牲	1	0.0024570025
州	1	0.0024570025
ペーパー	1	0.0024570025
経営	1	0.0024570025
カール	1	0.0024570025
政党	1	0.0024570025
改名	1	0.0024570025
夫妻	1	0.0024570025
政策	1	0.0024570025
